index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio,Restaurants_Count,Fast Food_Count,Universities_Count,Schools_Count,Kindergartens_Count,Hospitals_Count,Pharmacies_Count,Clinics_Count,Malls_Count,Supermarkets_Count,Banks_Count,Fitness Centres_Count,Swimming Pools_Count,Parks_Count,Bus Stops_Count,Restaurants_dist,Fast Food_dist,Universities_dist,Schools_dist,Kindergartens_dist,Hospitals_dist,Pharmacies_dist,Clinics_dist,Malls_dist,Supermarkets_dist,Banks_dist,Fitness Centres_dist,Swimming Pools_dist,Parks_dist,Bus Stops_dist
ZENHAUS (Tipo 4),-12.0897795,-77.02657649999999,Lince,Entrega inmediata,flat,3,71.12,531000.0,69,4,0,12,17,0,18,4,0,3,26,0,0,0,35,0.15017811263282252,0.5135963998942785,,0.6554670898956424,0.14124778763685356,,0.8527841018355392,0.8799078018362111,,0.8665455082872605,0.828494025809764,,,,0.8190507936001867
NUOVA VITA (101),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,2,68.8,529000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (102),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,79.93,614000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (103),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,129.05,894000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (104),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,134.95,924000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (X01),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,76.13,552000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (X02),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,2,61.0,472000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (X03),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,76.84,552000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (X04),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,70.6,521000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (X05),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,70.6,521000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (701),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,148.36,999000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (702),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,131.95,949000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (703),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,147.68,999000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (704),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,4,135.96,929000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
NUOVA VITA (705),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,4,135.96,929000.0,68,9,1,27,27,1,30,8,1,1,15,2,0,0,8,0.42756438639948013,0.8879882170077121,0.7823713111706128,0.5246832333958164,0.23872733896536277,0.9760205098811492,0.9425768931562335,0.748646062821206,0.6205086442562899,0.6711518847150805,0.6760479901451719,0.8432098818309441,,,0.44987882624508224
VITTORIE (TIPO F),-12.1195549,-77.0041086,Surquillo,En construcción,flat,3,70.0,484000.0,27,4,0,17,35,0,19,5,0,0,8,1,0,0,11,0.9905694367843179,0.922266567657925,,0.42075525367976946,0.415303310972949,,0.9284466651275308,0.9856341766399108,,,0.8589370663324385,0.743965237126154,,,0.8282493574131492
VITTORIE (TIPO G),-12.1195549,-77.0041086,Surquillo,En construcción,flat,2,53.0,370000.0,27,4,0,17,35,0,19,5,0,0,8,1,0,0,11,0.9905694367843179,0.922266567657925,,0.42075525367976946,0.415303310972949,,0.9284466651275308,0.9856341766399108,,,0.8589370663324385,0.743965237126154,,,0.8282493574131492
MALVA (1),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,67.0,488077.0,50,9,1,31,43,1,24,5,1,1,10,3,0,0,17,0.9504134699992978,0.7027738892494944,0.9039182081485666,0.9590077219253016,0.680405768172917,0.8235310626740667,0.9613476878918029,0.19517230010036482,0.5521050371285174,0.6798238937786252,0.7653048968348167,0.6101356677716044,,,0.9830212553563841
MALVA (2),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,88.12,650054.0,50,9,1,31,43,1,24,5,1,1,10,3,0,0,17,0.9504134699992978,0.7027738892494944,0.9039182081485666,0.9590077219253016,0.680405768172917,0.8235310626740667,0.9613476878918029,0.19517230010036482,0.5521050371285174,0.6798238937786252,0.7653048968348167,0.6101356677716044,,,0.9830212553563841
MALVA (3),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,77.7,537486.0,50,9,1,31,43,1,24,5,1,1,10,3,0,0,17,0.9504134699992978,0.7027738892494944,0.9039182081485666,0.9590077219253016,0.680405768172917,0.8235310626740667,0.9613476878918029,0.19517230010036482,0.5521050371285174,0.6798238937786252,0.7653048968348167,0.6101356677716044,,,0.9830212553563841
MALVA (6),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,76.78,521804.0,50,9,1,31,43,1,24,5,1,1,10,3,0,0,17,0.9504134699992978,0.7027738892494944,0.9039182081485666,0.9590077219253016,0.680405768172917,0.8235310626740667,0.9613476878918029,0.19517230010036482,0.5521050371285174,0.6798238937786252,0.7653048968348167,0.6101356677716044,,,0.9830212553563841
MALVA (7),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,78.0,522664.0,50,9,1,31,43,1,24,5,1,1,10,3,0,0,17,0.9504134699992978,0.7027738892494944,0.9039182081485666,0.9590077219253016,0.680405768172917,0.8235310626740667,0.9613476878918029,0.19517230010036482,0.5521050371285174,0.6798238937786252,0.7653048968348167,0.6101356677716044,,,0.9830212553563841
MALVA (8),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,66.38,445220.0,50,9,1,31,43,1,24,5,1,1,10,3,0,0,17,0.9504134699992978,0.7027738892494944,0.9039182081485666,0.9590077219253016,0.680405768172917,0.8235310626740667,0.9613476878918029,0.19517230010036482,0.5521050371285174,0.6798238937786252,0.7653048968348167,0.6101356677716044,,,0.9830212553563841
MALVA (5B),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,60.33,422341.0,50,9,1,31,43,1,24,5,1,1,10,3,0,0,17,0.9504134699992978,0.7027738892494944,0.9039182081485666,0.9590077219253016,0.680405768172917,0.8235310626740667,0.9613476878918029,0.19517230010036482,0.5521050371285174,0.6798238937786252,0.7653048968348167,0.6101356677716044,,,0.9830212553563841
Patio La Paz (A15),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,77.58,378508.0,5,0,0,16,30,0,0,0,0,0,1,0,1,0,8,0.18163009209244385,,,0.21248712659640306,0.26549105771815973,,,,,,0.9109709734929742,,0.9936403963842375,,0.7891674853102388
Patio La Paz (A4),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,75.28,398708.0,5,0,0,16,30,0,0,0,0,0,1,0,1,0,8,0.18163009209244385,,,0.21248712659640306,0.26549105771815973,,,,,,0.9109709734929742,,0.9936403963842375,,0.7891674853102388
Patio La Paz (A7),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,68.83,363004.0,5,0,0,16,30,0,0,0,0,0,1,0,1,0,8,0.18163009209244385,,,0.21248712659640306,0.26549105771815973,,,,,,0.9109709734929742,,0.9936403963842375,,0.7891674853102388
Patio La Paz (A7A),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,86.2,412565.0,5,0,0,16,30,0,0,0,0,0,1,0,1,0,8,0.18163009209244385,,,0.21248712659640306,0.26549105771815973,,,,,,0.9109709734929742,,0.9936403963842375,,0.7891674853102388
Patio La Paz (A9),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,1,40.21,248292.0,5,0,0,16,30,0,0,0,0,0,1,0,1,0,8,0.18163009209244385,,,0.21248712659640306,0.26549105771815973,,,,,,0.9109709734929742,,0.9936403963842375,,0.7891674853102388
Patio La Paz (B11),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,58.82,301858.0,5,0,0,16,30,0,0,0,0,0,1,0,1,0,8,0.18163009209244385,,,0.21248712659640306,0.26549105771815973,,,,,,0.9109709734929742,,0.9936403963842375,,0.7891674853102388
Patio La Paz (B5),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,57.19,306028.0,5,0,0,16,30,0,0,0,0,0,1,0,1,0,8,0.18163009209244385,,,0.21248712659640306,0.26549105771815973,,,,,,0.9109709734929742,,0.9936403963842375,,0.7891674853102388
Sevilla (4),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.04,627231.0,55,8,0,10,25,0,16,4,0,2,16,1,0,0,18,0.8744178353865345,0.8512042576468516,,0.9636182053427441,0.8989363685146211,,0.9635822092878751,0.8274191811472902,,0.6813715556208649,0.907137814169,0.5618089606898918,,,0.6744085130860603
Sevilla (5),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,2,82.5,782582.0,55,8,0,10,25,0,16,4,0,2,16,1,0,0,18,0.8744178353865345,0.8512042576468516,,0.9636182053427441,0.8989363685146211,,0.9635822092878751,0.8274191811472902,,0.6813715556208649,0.907137814169,0.5618089606898918,,,0.6744085130860603
Sevilla (6),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.11,743557.0,55,8,0,10,25,0,16,4,0,2,16,1,0,0,18,0.8744178353865345,0.8512042576468516,,0.9636182053427441,0.8989363685146211,,0.9635822092878751,0.8274191811472902,,0.6813715556208649,0.907137814169,0.5618089606898918,,,0.6744085130860603
Sevilla (2),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.25,603177.0,55,8,0,10,25,0,16,4,0,2,16,1,0,0,18,0.8744178353865345,0.8512042576468516,,0.9636182053427441,0.8989363685146211,,0.9635822092878751,0.8274191811472902,,0.6813715556208649,0.907137814169,0.5618089606898918,,,0.6744085130860603
Sevilla (12),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,3,147.87,1073257.0,55,8,0,10,25,0,16,4,0,2,16,1,0,0,18,0.8744178353865345,0.8512042576468516,,0.9636182053427441,0.8989363685146211,,0.9635822092878751,0.8274191811472902,,0.6813715556208649,0.907137814169,0.5618089606898918,,,0.6744085130860603
Sevilla (14),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,duplex,2,84.45,801793.0,55,8,0,10,25,0,16,4,0,2,16,1,0,0,18,0.8744178353865345,0.8512042576468516,,0.9636182053427441,0.8989363685146211,,0.9635822092878751,0.8274191811472902,,0.6813715556208649,0.907137814169,0.5618089606898918,,,0.6744085130860603
SUMA LOS GERANIOS 124 (TIPO 3 FAMILY),-12.0908465,-77.0292675,Lince,En planos,flat,2,69.88,584803.0,80,4,0,14,15,0,25,2,0,3,29,0,0,1,37,0.2934049285091424,0.5693637307279983,,0.9272063709660691,0.2668671918898627,,0.921635275543304,0.628220182567307,,0.9422517404161227,0.5139279967717725,,,0.8085149101844804,0.9821747855006508
SUMA LOS GERANIOS 124 (TIPO 2: DUO),-12.0908465,-77.0292675,Lince,En planos,flat,1,46.65,384863.0,80,4,0,14,15,0,25,2,0,3,29,0,0,1,37,0.2934049285091424,0.5693637307279983,,0.9272063709660691,0.2668671918898627,,0.921635275543304,0.628220182567307,,0.9422517404161227,0.5139279967717725,,,0.8085149101844804,0.9821747855006508
SUMA LOS GERANIOS 124 (TIPO 1:SINGLE),-12.0908465,-77.0292675,Lince,En planos,flat,1,45.35,355431.0,80,4,0,14,15,0,25,2,0,3,29,0,0,1,37,0.2934049285091424,0.5693637307279983,,0.9272063709660691,0.2668671918898627,,0.921635275543304,0.628220182567307,,0.9422517404161227,0.5139279967717725,,,0.8085149101844804,0.9821747855006508
Brezzo Chariarse 885 (DUPLEX 3),-12.12737784085293,-77.01825836016292,Miraflores,Entrega inmediata,duplex,3,218.91,1492900.0,45,5,0,10,20,0,15,2,0,3,12,1,0,0,14,0.9147747226709113,0.7268817565388266,,0.9627211532098188,0.3880369529102271,,0.6891710438398717,0.8204483390848392,,0.502333476450909,0.2989966010076907,0.47634328805617615,,,0.93244521274443
Liv 385 (Tipo 1),-12.12495086848081,-77.02245205033186,Miraflores,Entrega inmediata,flat,3,208.43,1262505.0,150,23,0,14,20,0,18,3,4,6,23,4,0,0,22,0.9436434952373963,0.9760573749457293,,0.4586446314881744,0.29142078873622757,,0.8038528268668869,0.8218583923055993,0.7651474710605353,0.5131595261139654,0.9664214824152098,0.5048658215134797,,,0.778948537570456
Liv 385 (Tipo 3),-12.12495086848081,-77.02245205033186,Miraflores,Entrega inmediata,flat,3,140.36,1026716.25,150,23,0,14,20,0,18,3,4,6,23,4,0,0,22,0.9436434952373963,0.9760573749457293,,0.4586446314881744,0.29142078873622757,,0.8038528268668869,0.8218583923055993,0.7651474710605353,0.5131595261139654,0.9664214824152098,0.5048658215134797,,,0.778948537570456
Villamar 131 (1D - 08),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,1,43.45,266901.0,5,0,0,17,36,0,0,1,0,0,1,0,0,0,4,0.519383807811861,,,0.2780936269454577,0.41878441604169375,,,0.8630296141970021,,,0.9335974872910905,,,,0.9024010683105983
Villamar 131 (1D - 01),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,1,45.43,220177.0,5,0,0,17,36,0,0,1,0,0,1,0,0,0,4,0.519383807811861,,,0.2780936269454577,0.41878441604169375,,,0.8630296141970021,,,0.9335974872910905,,,,0.9024010683105983
Villamar 131 (3D - 07),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,71.67,479026.0,5,0,0,17,36,0,0,1,0,0,1,0,0,0,4,0.519383807811861,,,0.2780936269454577,0.41878441604169375,,,0.8630296141970021,,,0.9335974872910905,,,,0.9024010683105983
Villamar 131 (3D - 03),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,72.12,398000.0,5,0,0,17,36,0,0,1,0,0,1,0,0,0,4,0.519383807811861,,,0.2780936269454577,0.41878441604169375,,,0.8630296141970021,,,0.9335974872910905,,,,0.9024010683105983
Villamar 131 (3D - 14),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,79.52,545914.0,5,0,0,17,36,0,0,1,0,0,1,0,0,0,4,0.519383807811861,,,0.2780936269454577,0.41878441604169375,,,0.8630296141970021,,,0.9335974872910905,,,,0.9024010683105983
Villamar 131 (DÚPLEX 9),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,duplex,3,155.19,878936.0,5,0,0,17,36,0,0,1,0,0,1,0,0,0,4,0.519383807811861,,,0.2780936269454577,0.41878441604169375,,,0.8630296141970021,,,0.9335974872910905,,,,0.9024010683105983
GALLERY (TIPO 1),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,3,118.18,959887.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO 11),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,3,90.69,726653.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO 3),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,2,97.37,876363.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO 4),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,2,151.15,984420.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO 5),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,109.16,680741.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO 6),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,73.82,583538.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO 7),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,72.63,597891.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO 8),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,71.52,596604.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO DUPLEX 5),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,duplex,1,120.69,828067.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
GALLERY (TIPO DUPLEX 7),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,duplex,1,144.94,904045.0,14,5,0,8,25,1,15,2,0,1,16,0,0,0,10,0.5903394521741924,0.8989285166866183,,0.7878865690566295,0.6532831025101797,0.8572833472871527,0.476527108073034,0.8511970064448293,,0.8172266024205449,0.9686156101308767,,,,0.0921483544054428
SB NORTE 1189 (TIPO 1),-12.093442,-76.9926012,San Borja,Entrega inmediata,flat,3,96.92,829900.0,10,0,0,13,25,0,6,4,0,1,5,0,0,0,16,0.36559574749085966,,,0.7866841337302909,0.4318725587368535,,0.48038998672363853,0.9408141595213041,,0.4923295173035819,0.8839860028055675,,,,0.8166465850604024
SB NORTE 1189 (TIPO 2),-12.093442,-76.9926012,San Borja,Entrega inmediata,flat,3,97.44,860152.0,10,0,0,13,25,0,6,4,0,1,5,0,0,0,16,0.36559574749085966,,,0.7866841337302909,0.4318725587368535,,0.48038998672363853,0.9408141595213041,,0.4923295173035819,0.8839860028055675,,,,0.8166465850604024
Escallonia (ESC-102),-12.0841535,-77.0496504,Jesus Maria,En construcción,flat,3,54.91,413046.0,48,5,1,19,37,1,19,7,1,0,12,0,0,0,8,0.9943302767961025,0.9987472055286147,0.5638665815372643,0.5990635887225725,0.9369738922566913,0.6768259869757532,0.9629117775842471,0.8032195573864219,0.9073970350816903,,0.9486356989986364,,,,0.9981774229536725
Escallonia (ESC-805),-12.0841535,-77.0496504,Jesus Maria,En construcción,duplex,2,122.21,841235.0,48,5,1,19,37,1,19,7,1,0,12,0,0,0,8,0.9943302767961025,0.9987472055286147,0.5638665815372643,0.5990635887225725,0.9369738922566913,0.6768259869757532,0.9629117775842471,0.8032195573864219,0.9073970350816903,,0.9486356989986364,,,,0.9981774229536725
SANTORIN (TIPO 5),-12.1225475,-77.0239038,Miraflores,Entrega inmediata,flat,2,81.0,690000.0,182,31,0,18,16,0,26,6,5,6,26,6,0,0,24,0.6896282691862614,0.6931671489345932,,0.14922079848103034,0.962873827742068,,0.5578991613057529,0.6998978233199491,0.9080718170975902,0.7993351723632295,0.6987988891225559,0.7956211988485584,,,0.6597069466360584
SANTORIN (TIPO 4C),-12.1225475,-77.0239038,Miraflores,Entrega inmediata,duplex,2,118.0,930000.0,182,31,0,18,16,0,26,6,5,6,26,6,0,0,24,0.6896282691862614,0.6931671489345932,,0.14922079848103034,0.962873827742068,,0.5578991613057529,0.6998978233199491,0.9080718170975902,0.7993351723632295,0.6987988891225559,0.7956211988485584,,,0.6597069466360584
SIENA (6),-12.0896074,-77.04695,Lince,Entrega inmediata,flat,2,95.03,823198.0,22,2,1,12,26,1,15,6,0,0,15,0,0,0,18,0.3430074571068172,0.7758748475791091,0.9880638101765403,0.8983108420955388,0.9358790855632655,0.8685280192990684,0.8064564424900778,0.8960754220160292,,,0.3031470666892715,,,,0.9974055354339955
La Paz 742 (Torre B Flat 104),-12.125733337745602,-77.02700591773834,Miraflores,Entrega inmediata,flat,2,102.0,879750.0,203,33,0,11,14,0,23,3,5,7,25,6,0,0,32,0.7435657081388063,0.7509796828299358,,0.5308620053840828,0.737958237448043,,0.5221299056610625,0.350575420679503,0.6495303504824133,0.6654777476671325,0.6985616976486502,0.6783974818743294,,,0.31072120097466743
La Paz 742 (Torre A Dúplex 504),-12.125733337745602,-77.02700591773834,Miraflores,Entrega inmediata,duplex,2,84.0,724500.0,203,33,0,11,14,0,23,3,5,7,25,6,0,0,32,0.7435657081388063,0.7509796828299358,,0.5308620053840828,0.737958237448043,,0.5221299056610625,0.350575420679503,0.6495303504824133,0.6654777476671325,0.6985616976486502,0.6783974818743294,,,0.31072120097466743
MALECÓN BUENOS AIRES (1),-12.1289619,-77.0340605,Miraflores,Entrega inmediata,flat,3,122.0,1256250.0,132,22,0,7,5,0,8,1,2,4,14,5,0,0,18,0.8975270211530543,1.0001427254899904,,0.6288649350436697,0.7649108807638703,,0.7500777104172686,0.658485377202864,0.699112070095945,0.39976791161864744,0.49366941880261894,0.891665217026192,,,0.6873213467089916
Los Bambúes 125 (TIPO A),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,flat,1,44.0,266000.0,48,9,1,13,27,0,12,3,0,3,8,0,0,0,21,0.8222604205424645,0.8541893564968874,0.5778454469970558,0.41489906270746774,0.7092748799740921,,0.6190044773013526,0.8482021956261088,,0.9547903949150778,0.8847222187688789,,,,0.8006583867290051
Los Bambúes 125 (TIPO B),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,flat,2,59.0,365000.0,48,9,1,13,27,0,12,3,0,3,8,0,0,0,21,0.8222604205424645,0.8541893564968874,0.5778454469970558,0.41489906270746774,0.7092748799740921,,0.6190044773013526,0.8482021956261088,,0.9547903949150778,0.8847222187688789,,,,0.8006583867290051
Los Bambúes 125 (TIPO C),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,duplex,3,77.0,468000.0,48,9,1,13,27,0,12,3,0,3,8,0,0,0,21,0.8222604205424645,0.8541893564968874,0.5778454469970558,0.41489906270746774,0.7092748799740921,,0.6190044773013526,0.8482021956261088,,0.9547903949150778,0.8847222187688789,,,,0.8006583867290051
Los Bambúes 125 (TIPO D),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,duplex,3,97.0,596600.0,48,9,1,13,27,0,12,3,0,3,8,0,0,0,21,0.8222604205424645,0.8541893564968874,0.5778454469970558,0.41489906270746774,0.7092748799740921,,0.6190044773013526,0.8482021956261088,,0.9547903949150778,0.8847222187688789,,,,0.8006583867290051
Anturio (ANT SS01),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,132.43,1285818.75,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
Anturio (ANT SS02),-12.0904655,-77.03665360000001,Lince,En construcción,flat,1,78.94,658511.25,95,4,0,19,19,0,33,1,0,2,18,0,0,1,38,0.8872263907290333,0.755642726156986,,0.8320582483078873,0.9925956768205747,,0.5767920910547607,0.8980226770830092,,0.9721144267590033,0.896156758403363,,,0.15330921500437616,0.4958073159897137
