index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio,Restaurants_Count,Fast Food_Count,Universities_Count,Schools_Count,Kindergartens_Count,Hospitals_Count,Pharmacies_Count,Clinics_Count,Malls_Count,Supermarkets_Count,Banks_Count,Fitness Centres_Count,Swimming Pools_Count,Parks_Count,Bus Stops_Count,Restaurants_dist,Fast Food_dist,Universities_dist,Schools_dist,Kindergartens_dist,Hospitals_dist,Pharmacies_dist,Clinics_dist,Malls_dist,Supermarkets_dist,Banks_dist,Fitness Centres_dist,Swimming Pools_dist,Parks_dist,Bus Stops_dist
Tree San Isidro (Tipo 10),-12.0914909,-77.0297293,San Isidro,En construcción,flat,1,39.97,383900.0,81,5,0,13,13,0,22,2,0,2,31,0,0,1,36,0.38067672105118106,0.5662211428488735,,0.967321754922592,0.3539365349669948,,0.9097695242693215,0.6517063358920331,,0.9318556718912947,0.43749916570756364,,,0.751684284113789,0.452956252792054
Tree San Isidro (Tipo 6),-12.0914909,-77.0297293,San Isidro,En construcción,flat,2,47.84,415769.0,81,5,0,13,13,0,22,2,0,2,31,0,0,1,36,0.38067672105118106,0.5662211428488735,,0.967321754922592,0.3539365349669948,,0.9097695242693215,0.6517063358920331,,0.9318556718912947,0.43749916570756364,,,0.751684284113789,0.452956252792054
Tree San Isidro (Tipo 7),-12.0914909,-77.0297293,San Isidro,En construcción,flat,3,61.13,532547.0,81,5,0,13,13,0,22,2,0,2,31,0,0,1,36,0.38067672105118106,0.5662211428488735,,0.967321754922592,0.3539365349669948,,0.9097695242693215,0.6517063358920331,,0.9318556718912947,0.43749916570756364,,,0.751684284113789,0.452956252792054
Tree San Isidro (Tipo 11),-12.0914909,-77.0297293,San Isidro,En construcción,flat,1,42.89,326592.0,81,5,0,13,13,0,22,2,0,2,31,0,0,1,36,0.38067672105118106,0.5662211428488735,,0.967321754922592,0.3539365349669948,,0.9097695242693215,0.6517063358920331,,0.9318556718912947,0.43749916570756364,,,0.751684284113789,0.452956252792054
Magnolia (3),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,3,78.78,466519.0,27,5,0,34,46,1,17,1,3,1,11,3,0,0,11,0.8616861646471953,0.9305863375649168,,0.8042613050960129,0.5249745710593672,0.8301098053797749,0.8070492919077298,0.7747850065500013,0.5650665887863369,0.8155418329044857,0.6207885924279072,0.9338621728250486,,,0.7704626211524587
Magnolia (4),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,69.49,388931.0,27,5,0,34,46,1,17,1,3,1,11,3,0,0,11,0.8616861646471953,0.9305863375649168,,0.8042613050960129,0.5249745710593672,0.8301098053797749,0.8070492919077298,0.7747850065500013,0.5650665887863369,0.8155418329044857,0.6207885924279072,0.9338621728250486,,,0.7704626211524587
Magnolia (6b),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,69.86,427621.0,27,5,0,34,46,1,17,1,3,1,11,3,0,0,11,0.8616861646471953,0.9305863375649168,,0.8042613050960129,0.5249745710593672,0.8301098053797749,0.8070492919077298,0.7747850065500013,0.5650665887863369,0.8155418329044857,0.6207885924279072,0.9338621728250486,,,0.7704626211524587
Magnolia (6),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,69.68,391818.0,27,5,0,34,46,1,17,1,3,1,11,3,0,0,11,0.8616861646471953,0.9305863375649168,,0.8042613050960129,0.5249745710593672,0.8301098053797749,0.8070492919077298,0.7747850065500013,0.5650665887863369,0.8155418329044857,0.6207885924279072,0.9338621728250486,,,0.7704626211524587
Magnolia (10a),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,58.8,363423.0,27,5,0,34,46,1,17,1,3,1,11,3,0,0,11,0.8616861646471953,0.9305863375649168,,0.8042613050960129,0.5249745710593672,0.8301098053797749,0.8070492919077298,0.7747850065500013,0.5650665887863369,0.8155418329044857,0.6207885924279072,0.9338621728250486,,,0.7704626211524587
Magnolia (9),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,3,73.41,441054.0,27,5,0,34,46,1,17,1,3,1,11,3,0,0,11,0.8616861646471953,0.9305863375649168,,0.8042613050960129,0.5249745710593672,0.8301098053797749,0.8070492919077298,0.7747850065500013,0.5650665887863369,0.8155418329044857,0.6207885924279072,0.9338621728250486,,,0.7704626211524587
Magnolia (11),-12.066974793028786,-77.05592033381981,Pueblo Libre,Entrega inmediata,flat,2,55.96,362692.0,27,5,0,34,46,1,17,1,3,1,11,3,0,0,11,0.8616861646471953,0.9305863375649168,,0.8042613050960129,0.5249745710593672,0.8301098053797749,0.8070492919077298,0.7747850065500013,0.5650665887863369,0.8155418329044857,0.6207885924279072,0.9338621728250486,,,0.7704626211524587
Residencial Parque Martí (T1),-12.0719233,-77.10189869999999,San Miguel,En construcción,flat,3,75.0,500000.0,20,1,0,23,43,0,8,1,0,0,5,1,1,0,8,0.9812899196770344,0.5709608798837402,,0.9884323799256075,0.3621917334734183,,0.9965030526811345,0.8966156292702729,,,0.5629686948338852,0.44054788958816604,0.9450022249613296,,0.6991103192366535
Residencial Parque Martí (T2),-12.0719233,-77.10189869999999,San Miguel,En construcción,flat,3,73.0,470000.0,20,1,0,23,43,0,8,1,0,0,5,1,1,0,8,0.9812899196770344,0.5709608798837402,,0.9884323799256075,0.3621917334734183,,0.9965030526811345,0.8966156292702729,,,0.5629686948338852,0.44054788958816604,0.9450022249613296,,0.6991103192366535
Residencial Parque Martí (T3),-12.0719233,-77.10189869999999,San Miguel,En construcción,duplex,3,116.0,690000.0,20,1,0,23,43,0,8,1,0,0,5,1,1,0,8,0.9812899196770344,0.5709608798837402,,0.9884323799256075,0.3621917334734183,,0.9965030526811345,0.8966156292702729,,,0.5629686948338852,0.44054788958816604,0.9450022249613296,,0.6991103192366535
Residencial Parque Martí (T4),-12.0719233,-77.10189869999999,San Miguel,En construcción,duplex,3,182.0,775000.0,20,1,0,23,43,0,8,1,0,0,5,1,1,0,8,0.9812899196770344,0.5709608798837402,,0.9884323799256075,0.3621917334734183,,0.9965030526811345,0.8966156292702729,,,0.5629686948338852,0.44054788958816604,0.9450022249613296,,0.6991103192366535
Valente 2 (2D - 03),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,62.11,413476.0,28,9,0,22,45,0,8,4,0,2,13,1,0,0,5,0.5625877208428539,0.5689827267321177,,0.9009995050757003,0.7160012279150009,,0.48663360662403377,0.6484929310716253,,0.49080532192096515,0.36337332616379087,0.46709395398056475,,,0.7175605545329875
Valente 2 (2D - 04),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,60.82,396634.0,28,9,0,22,45,0,8,4,0,2,13,1,0,0,5,0.5625877208428539,0.5689827267321177,,0.9009995050757003,0.7160012279150009,,0.48663360662403377,0.6484929310716253,,0.49080532192096515,0.36337332616379087,0.46709395398056475,,,0.7175605545329875
Valente 2 (2D - 05),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,63.17,415956.0,28,9,0,22,45,0,8,4,0,2,13,1,0,0,5,0.5625877208428539,0.5689827267321177,,0.9009995050757003,0.7160012279150009,,0.48663360662403377,0.6484929310716253,,0.49080532192096515,0.36337332616379087,0.46709395398056475,,,0.7175605545329875
Valente 2 (2D - 09),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,67.83,460844.0,28,9,0,22,45,0,8,4,0,2,13,1,0,0,5,0.5625877208428539,0.5689827267321177,,0.9009995050757003,0.7160012279150009,,0.48663360662403377,0.6484929310716253,,0.49080532192096515,0.36337332616379087,0.46709395398056475,,,0.7175605545329875
Valente 2 (1D - 01),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,1,52.34,330000.0,28,9,0,22,45,0,8,4,0,2,13,1,0,0,5,0.5625877208428539,0.5689827267321177,,0.9009995050757003,0.7160012279150009,,0.48663360662403377,0.6484929310716253,,0.49080532192096515,0.36337332616379087,0.46709395398056475,,,0.7175605545329875
Valente 2 (2D - 09A),-12.0807425731833,-77.0926712378678,San Miguel,Entrega inmediata,flat,2,67.79,438120.0,28,9,0,22,45,0,8,4,0,2,13,1,0,0,5,0.5625877208428539,0.5689827267321177,,0.9009995050757003,0.7160012279150009,,0.48663360662403377,0.6484929310716253,,0.49080532192096515,0.36337332616379087,0.46709395398056475,,,0.7175605545329875
Bertolotto - Etapa II (4),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,4,93.15,577665.0,20,2,0,17,34,0,9,2,0,2,1,0,0,0,3,0.9408566972945183,0.8137253791191528,,0.7799823420693409,0.8916390260437252,,0.6709550900614686,0.9311072723282819,,0.8548355629857616,0.971294500486273,,,,0.43420761331516927
Bertolotto - Etapa II (5),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,2,62.99,401001.0,20,2,0,17,34,0,9,2,0,2,1,0,0,0,3,0.9408566972945183,0.8137253791191528,,0.7799823420693409,0.8916390260437252,,0.6709550900614686,0.9311072723282819,,0.8548355629857616,0.971294500486273,,,,0.43420761331516927
Bertolotto - Etapa II (1),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,76.04,471559.0,20,2,0,17,34,0,9,2,0,2,1,0,0,0,3,0.9408566972945183,0.8137253791191528,,0.7799823420693409,0.8916390260437252,,0.6709550900614686,0.9311072723282819,,0.8548355629857616,0.971294500486273,,,,0.43420761331516927
Bertolotto - Etapa II (2),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,71.79,449142.0,20,2,0,17,34,0,9,2,0,2,1,0,0,0,3,0.9408566972945183,0.8137253791191528,,0.7799823420693409,0.8916390260437252,,0.6709550900614686,0.9311072723282819,,0.8548355629857616,0.971294500486273,,,,0.43420761331516927
Bertolotto - Etapa II (3),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,72.04,473636.0,20,2,0,17,34,0,9,2,0,2,1,0,0,0,3,0.9408566972945183,0.8137253791191528,,0.7799823420693409,0.8916390260437252,,0.6709550900614686,0.9311072723282819,,0.8548355629857616,0.971294500486273,,,,0.43420761331516927
IGNACIO MERINO 621 (Tipo 1),-12.112235961888032,-77.04500554213843,Miraflores,En planos,flat,1,83.79,801243.75,48,11,0,2,15,0,12,1,0,3,10,0,0,0,8,0.8465229628261688,0.8442863392102663,,0.9039232226266288,0.5127476940106797,,0.717423231223499,0.424823748712589,,0.3404650284293861,0.8960002627644861,,,,0.7393294692487894
IGNACIO MERINO 621 (Tipo 2),-12.112235961888032,-77.04500554213843,Miraflores,En planos,flat,2,123.41,1180110.0,48,11,0,2,15,0,12,1,0,3,10,0,0,0,8,0.8465229628261688,0.8442863392102663,,0.9039232226266288,0.5127476940106797,,0.717423231223499,0.424823748712589,,0.3404650284293861,0.8960002627644861,,,,0.7393294692487894
IGNACIO MERINO 621 (Tipo 3),-12.112235961888032,-77.04500554213843,Miraflores,En planos,flat,1,86.3,825243.75,48,11,0,2,15,0,12,1,0,3,10,0,0,0,8,0.8465229628261688,0.8442863392102663,,0.9039232226266288,0.5127476940106797,,0.717423231223499,0.424823748712589,,0.3404650284293861,0.8960002627644861,,,,0.7393294692487894
IGNACIO MERINO 621 (Tipo 5),-12.112235961888032,-77.04500554213843,Miraflores,En planos,duplex,2,179.25,1498207.5,48,11,0,2,15,0,12,1,0,3,10,0,0,0,8,0.8465229628261688,0.8442863392102663,,0.9039232226266288,0.5127476940106797,,0.717423231223499,0.424823748712589,,0.3404650284293861,0.8960002627644861,,,,0.7393294692487894
BORGOÑO 1135 (6),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,73.9,635156.25,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (7),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,2,82.64,774750.0,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (8),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,3,97.5,914062.5,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (11),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,61.64,579187.5,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (9),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,60.73,569343.75,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (10),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,2,76.92,721125.0,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (12),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,2,81.43,763406.25,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (13),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,4,144.65,1356281.25,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (14),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,60.1,563437.5,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (15),-12.1078578,-77.03400049999999,Miraflores,En planos,flat,1,61.78,579187.5,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (2),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,2,97.51,914062.5,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (3),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,2,93.12,873000.0,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (4),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,2,93.85,879843.75,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
BORGOÑO 1135 (16),-12.1078578,-77.03400049999999,Miraflores,En planos,duplex,3,165.72,1341705.0,61,10,0,10,26,0,16,4,0,2,18,1,0,0,15,0.7587629319303278,0.46226044609676364,,0.9950520190136617,0.7047635858734148,,0.5743081818748116,0.6917557217117618,,0.9949556264584226,0.5778038944066775,0.17174884082525668,,,0.44391792718561085
SALAVERRY 2431 (Tipo X03),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,1,43.8,375000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X04),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,1,41.0,390000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X05),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,1,41.0,382000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X06),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,55.75,507000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X07),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,55.55,497000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X08),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,56.6,472000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X09),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,2,59.9,545000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X10),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,91.55,810000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X11),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,86.5,690000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X01),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,82.55,765000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SALAVERRY 2431 (Tipo X02),-12.0901573,-77.05153899999999,San Isidro,En construcción,flat,3,82.8,715000.0,15,3,1,12,29,1,8,5,0,0,15,0,0,0,15,0.574584392130596,0.7818066247741704,0.6664401562812191,0.5315364336303895,0.9738010617493819,0.4381121975592566,0.7641735513549875,0.5501169538242147,,,0.9997670949524982,,,,0.6089046156470317
SKY PARK (909),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (1002),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.89,727000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (1005),-12.0956057,-76.9882326,San Borja,En planos,flat,3,79.52,709000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (1108),-12.0956057,-76.9882326,San Borja,En planos,flat,1,37.95,258000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (SS01),-12.0956057,-76.9882326,San Borja,En planos,flat,3,112.05,764000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (SS02),-12.0956057,-76.9882326,San Borja,En planos,flat,2,101.17,666000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (SS03),-12.0956057,-76.9882326,San Borja,En planos,flat,1,85.88,576000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (SS05),-12.0956057,-76.9882326,San Borja,En planos,flat,2,139.6,838000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (101),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.95,665000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (104),-12.0956057,-76.9882326,San Borja,En planos,flat,3,93.23,717000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (106),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,342000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (107),-12.0956057,-76.9882326,San Borja,En planos,flat,1,38.41,261000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (202),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.89,672000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (206),-12.0956057,-76.9882326,San Borja,En planos,flat,2,60.23,479000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (207),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,325000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (301),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.56,678000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (302),-12.0956057,-76.9882326,San Borja,En planos,flat,3,71.89,672000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (306),-12.0956057,-76.9882326,San Borja,En planos,flat,2,60.23,479000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (307),-12.0956057,-76.9882326,San Borja,En planos,flat,1,46.68,342000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (309),-12.0956057,-76.9882326,San Borja,En planos,flat,2,61.15,479000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (401),-12.0956057,-76.9882326,San Borja,En planos,flat,3,83.56,711000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (405),-12.0956057,-76.9882326,San Borja,En planos,flat,3,80.6,671000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
SKY PARK (406),-12.0956057,-76.9882326,San Borja,En planos,flat,2,60.23,479000.0,5,0,0,7,20,0,1,2,0,1,3,0,0,0,9,0.7415011260485955,,,0.8033106296947968,0.7653843797166489,,0.9290903375795677,0.9657812514520845,,0.7352679819576189,0.5281374873707728,,,,0.8416476747637466
