Latitude,Longitude,Restaurants_Count,Restaurants_Lat,Restaurants_Lon,Fast Food_Count,Fast Food_Lat,Fast Food_Lon,Universities_Count,Universities_Lat,Universities_Lon,Schools_Count,Schools_Lat,Schools_Lon,Kindergartens_Count,Kindergartens_Lat,Kindergartens_Lon,Hospitals_Count,Hospitals_Lat,Hospitals_Lon,Pharmacies_Count,Pharmacies_Lat,Pharmacies_Lon,Clinics_Count,Clinics_Lat,Clinics_Lon,Malls_Count,Malls_Lat,Malls_Lon,Supermarkets_Count,Supermarkets_Lat,Supermarkets_Lon,Banks_Count,Banks_Lat,Banks_Lon,Fitness Centres_Count,Fitness Centres_Lat,Fitness Centres_Lon,Swimming Pools_Count,Swimming Pools_Lat,Swimming Pools_Lon,Parks_Count,Parks_Lat,Parks_Lon,Bus Stops_Count,Bus Stops_Lat,Bus Stops_Lon
-12.06894549013527,-77.09819108247758,20,-12.0627875,-77.0962337,2,-12.0691651,-77.0974697,0,0,0,17,-12.0652255,-77.0959222,34,-12.0687168,-77.1013129,0,0,0,11,-12.0640512,-77.097519,1,-12.0750372,-77.091435,0,0,0,0,0.0,0.0,8,-12.0703679,-77.1068257,2,-12.0697913,-77.0984838,0,0,0,0,0,0,10,-12.0635618,-77.0969902
-12.108089,-77.0324183,62,-12.1138226,-77.0373902,11,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,25,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,19,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,19,-12.1117939,-77.0333181
-12.0831544,-77.0468568,45,-12.0789386,-77.0490825,5,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,15,-12.07593,-77.04146,30,-12.0768349,-77.0453794,1,-12.0877134,-77.0546996,22,-12.0869422,-77.0422038,7,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,2,-12.0898564,-77.0522111,12,-12.0898493,-77.0520036,0,0,0,0,0,0,0,0,0,8,-12.075003,-77.0459627
-12.175976041610062,-77.00320617016354,16,-12.1706978,-76.998378,7,-12.1764561,-77.0071361,0,0,0,25,-12.181081,-77.0012294,38,-12.176136,-77.0097023,0,0,0,13,-12.1780821,-77.008459,1,-12.182257,-76.9991142,0,0,0,1,-12.1842221,-77.0005662,4,-12.1837922,-77.0006268,1,-12.1744584,-77.0085235,0,0,0,0,0,0,7,-12.1834771,-77.0002932
-12.088695374832266,-77.03082740306856,97,-12.0888159,-77.0275443,5,-12.0942386,-77.0253448,1,-12.0809114,-77.0352079,16,-12.08363,-77.03354,15,-12.08905,-77.02764,0,0,0,30,-12.0856343,-77.0347222,2,-12.0930776,-77.0239592,0,0,0,3,-12.0817726,-77.0357032,31,-12.082449,-77.035805,0,0,0,0,0,0,1,-12.0918441,-77.0366333,40,-12.0824136,-77.0265799
-12.123370859863975,-76.99627530879577,34,-12.1287388,-76.9962647,2,-12.1287114,-76.9958984,0,0,0,12,-12.1230955,-77.0054741,33,-12.1280803,-76.9959557,0,0,0,16,-12.1247614,-77.0042947,5,-12.1256729,-77.0030358,0,0,0,1,-12.1211489,-76.9878078,9,-12.1270283,-77.0021101,0,0,0,1,-12.1284972,-76.9984088,0,0,0,8,-12.1286966,-76.9976487
-12.0943114,-77.04604189999999,25,-12.0926921,-77.0469339,1,-12.0902535,-77.0522514,0,0,0,5,-12.087569,-77.0421124,14,-12.0889889,-77.0455593,0,0,0,12,-12.0916614,-77.0540635,2,-12.095712,-77.0429328,0,0,0,3,-12.0898564,-77.0522111,14,-12.0898493,-77.0520036,0,0,0,0,0,0,0,0,0,14,-12.0948824,-77.0543695
-12.168656986258767,-76.99251155846443,27,-12.1632817,-76.9943426,8,-12.1732554,-76.9926023,0,0,0,21,-12.1745095,-76.9991104,39,-12.1744984,-76.9991003,0,0,0,13,-12.164599,-76.99688,2,-12.1630465,-76.9950086,0,0,0,3,-12.1728213,-76.9926674,2,-12.1726451,-76.9924919,0,0,0,0,0,0,0,0,0,8,-12.165413,-76.9921032
-11.895087114698446,-77.06613748508909,5,-11.8902671,-77.0680072,0,0.0,0.0,0,0,0,14,-11.8903869,-77.0713013,17,-11.8901328,-77.0725148,0,0,0,2,-11.8900322,-77.0680501,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,-11.8919244,-77.0678972,0,0,0,0,0,0,3,-11.8904461,-77.0681829
-12.07084343101559,-77.06322830434485,30,-12.0786989,-77.0648851,4,-12.0644787,-77.0672146,0,0,0,22,-12.0641246,-77.059766,60,-12.0641687,-77.0585678,0,0,0,16,-12.0714221,-77.0617858,0,0.0,0.0,0,0,0,2,-12.0728734,-77.0655359,6,-12.0770975,-77.064577,1,-12.0719122,-77.0597896,0,0,0,0,0,0,9,-12.0717417,-77.0619479
-12.047064170647085,-77.04955459964717,43,-12.0492176,-77.0408248,0,0.0,0.0,0,0,0,20,-12.0521,-77.04249,27,-12.05126,-77.05086,0,0,0,22,-12.0498841,-77.0500065,5,-12.0551904,-77.049143,1,-12.0418188,-77.0448224,1,-12.0426713,-77.0425316,12,-12.0483087,-77.0577357,1,-12.047389,-77.0504015,0,0,0,0,0,0,0,0.0,0.0
-12.128820129482454,-77.03204510610637,160,-12.1324083,-77.0265949,24,-12.1207589,-77.0302869,0,0,0,8,-12.1253402,-77.0296176,7,-12.1222026,-77.0327536,0,0,0,11,-12.1214201,-77.0289043,1,-12.1245663,-77.0300016,4,-12.1229297,-77.0322474,6,-12.1314014,-77.0313593,17,-12.1285133,-77.0295427,5,-12.1229593,-77.028622,0,0,0,0,0,0,23,-12.1245747,-77.0296068
-12.0908564,-77.06650599999999,48,-12.090518,-77.064758,2,-12.0922554,-77.0705553,0,0,0,28,-12.0881595,-77.0620646,33,-12.094089,-77.059542,0,0,0,20,-12.0829411,-77.0670108,8,-12.0841499,-77.065253,1,-12.0893545,-77.073731,1,-12.0895002,-77.0752343,10,-12.093382,-77.058073,0,0,0,0,0,0,0,0,0,13,-12.0981121,-77.0690006
-12.069108111334462,-77.05608956789017,45,-12.0719005,-77.062038,7,-12.0661348,-77.0474055,0,0,0,35,-12.06867,-77.04873,47,-12.0627825,-77.0537,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,1,-12.0712241,-77.0502734,3,-12.0674383,-77.0507454,2,-12.0657587,-77.0485241,16,-12.0663437,-77.0502479,4,-12.0735357,-77.0505589,0,0,0,0,0,0,11,-12.0723751,-77.0514809
-12.092666158417494,-76.99514328769801,33,-12.0897688,-77.0036108,1,-12.0972336,-77.002476,0,0,0,13,-12.0961651,-76.9992792,23,-12.0919023,-77.0036428,0,0,0,10,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,7,-12.0939559,-77.0024898,0,0,0,0,0,0,0,0,0,17,-12.0981119,-77.0019667
-12.100848,-77.02741259999999,29,-12.0968653,-77.0351911,3,-12.0942386,-77.0253448,0,0,0,6,-12.1018458,-77.0210553,21,-12.1071,-77.0277,0,0,0,15,-12.1043038,-77.021175,4,-12.104425,-77.0207286,0,0,0,3,-12.1037024,-77.0205091,25,-12.0965386,-77.0278828,0,0,0,0,0,0,0,0,0,14,-12.1064737,-77.0312042
-12.069891410600832,-77.04006831333737,42,-12.0664889,-77.0474377,5,-12.0661348,-77.0474055,2,-12.0743421,-77.0358044,43,-12.06867,-77.04873,25,-12.0656529,-77.0463038,0,0,0,18,-12.074159,-77.0416889,8,-12.0772823,-77.0384851,0,0,0,0,0.0,0.0,9,-12.064214,-77.0360768,1,-12.066606,-77.0473339,0,0,0,0,0,0,21,-12.0652675,-77.039191
-12.0840743,-77.021956,42,-12.0888159,-77.0275443,3,-12.0839248,-77.0140563,0,0,0,20,-12.0853328,-77.030534,28,-12.08905,-77.02764,0,0,0,12,-12.0890297,-77.0231684,4,-12.0779987,-77.0228566,0,0,0,2,-12.0842702,-77.0138444,9,-12.0905362,-77.0269822,0,0,0,0,0,0,0,0,0,23,-12.0824136,-77.0265799
-12.0795016,-77.0499914,55,-12.0789386,-77.0490825,8,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,29,-12.07486,-77.05383,37,-12.0713724,-77.0533525,1,-12.071483,-77.0498354,19,-12.0740443,-77.0497036,8,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,12,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,16,-12.075003,-77.0459627
-12.0729358,-77.0431557,61,-12.0789386,-77.0490825,7,-12.0661348,-77.0474055,2,-12.0743421,-77.0358044,37,-12.06867,-77.04873,23,-12.0656529,-77.0463038,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,9,-12.0772823,-77.0384851,3,-12.0674147,-77.0495015,2,-12.0657587,-77.0485241,15,-12.0644612,-77.0405631,3,-12.0735357,-77.0505589,0,0,0,0,0,0,20,-12.0652675,-77.039191
-12.16978120273627,-77.02790331319355,32,-12.1704559,-77.0361798,1,-12.1731681,-77.0200486,0,0,0,17,-12.1674427,-77.0247372,30,-12.1654993,-77.025398,0,0,0,22,-12.1680526,-77.0253594,1,-12.1665818,-77.0236205,0,0,0,0,0.0,0.0,4,-12.1683605,-77.0256926,0,0,0,0,0,0,0,0,0,11,-12.166701,-77.0300431
-12.06967233028596,-77.09676805302753,22,-12.0627875,-77.0962337,2,-12.0691651,-77.0974697,0,0,0,17,-12.0652255,-77.0959222,38,-12.0687168,-77.1013129,0,0,0,11,-12.0640512,-77.097519,2,-12.0750372,-77.091435,0,0,0,0,0.0,0.0,9,-12.0776301,-77.0936896,2,-12.0697913,-77.0984838,0,0,0,0,0,0,11,-12.0635618,-77.0969902
-12.158340750909682,-77.02406285192728,13,-12.1500838,-77.0214396,3,-12.1498172,-77.0218249,0,0,0,10,-12.1659905,-77.0257707,15,-12.1503878,-77.0206362,0,0,0,0,0.0,0.0,1,-12.1665818,-77.0236205,0,0,0,2,-12.1553811,-77.0212288,1,-12.1514141,-77.020332,0,0,0,0,0,0,0,0,0,9,-12.1597668,-77.0189703
-12.0868088,-77.0229109,49,-12.0888159,-77.0275443,1,-12.0942386,-77.0253448,0,0,0,17,-12.0853328,-77.030534,25,-12.08905,-77.02764,0,0,0,11,-12.0890297,-77.0231684,5,-12.0779987,-77.0228566,0,0,0,1,-12.0821561,-77.0285085,12,-12.0905362,-77.0269822,0,0,0,0,0,0,0,0,0,23,-12.0824136,-77.0265799
-12.0771457,-77.0692491,26,-12.0786989,-77.0648851,4,-12.0823275,-77.0758186,1,-12.0800353,-77.0717016,25,-12.07602,-77.0777,38,-12.06982,-77.06658,0,0,0,10,-12.0829411,-77.0670108,2,-12.0841499,-77.065253,0,0,0,2,-12.0728734,-77.0655359,5,-12.0770975,-77.064577,0,0,0,0,0,0,0,0,0,13,-12.0819133,-77.070975
-12.1166226,-77.04226249999999,63,-12.1138226,-77.0373902,9,-12.1101729,-77.037532,0,0,0,2,-12.1183172,-77.034601,17,-12.110941,-77.0404791,0,0,0,17,-12.1097862,-77.0389009,3,-12.1126029,-77.048895,1,-12.1196535,-77.0372316,2,-12.1109228,-77.0478345,3,-12.1104707,-77.0363375,2,-12.1193243,-77.0349447,0,0,0,0,0,0,11,-12.1186262,-77.0371148
-12.1637028,-77.0231084,26,-12.1672988,-77.0283183,0,0.0,0.0,0,0,0,13,-12.1674427,-77.0247372,18,-12.1654993,-77.025398,0,0,0,19,-12.1680526,-77.0253594,1,-12.1665818,-77.0236205,0,0,0,2,-12.1553811,-77.0212288,4,-12.1683605,-77.0256926,0,0,0,0,0,0,0,0,0,12,-12.1597668,-77.0189703
-12.05528,-76.9794245,5,-12.0530339,-76.9752815,1,-12.0568332,-76.9704824,0,0,0,10,-12.0481847,-76.9792304,17,-12.0472698,-76.9822946,0,0,0,1,-12.0471468,-76.9806875,1,-12.0532259,-76.9751883,0,0,0,0,0.0,0.0,1,-12.0567907,-76.9709669,0,0,0,0,0,0,0,0,0,8,-12.0505467,-76.977809
-12.130523,-77.0276645,114,-12.1324083,-77.0265949,15,-12.1219344,-77.0289286,0,0,0,8,-12.1253402,-77.0296176,8,-12.1339344,-77.0250464,0,0,0,11,-12.1244626,-77.0289199,1,-12.1245663,-77.0300016,3,-12.1229297,-77.0322474,9,-12.1295635,-77.0223023,20,-12.1285133,-77.0295427,4,-12.1294765,-77.0220782,0,0,0,0,0,0,27,-12.1245747,-77.0296068
-12.1241929,-76.98470209999999,32,-12.1299062,-76.9830927,1,-12.1311626,-76.9831667,0,0,0,5,-12.1247948,-76.9791983,27,-12.1245,-76.9806,0,0,0,16,-12.1328643,-76.9832416,4,-12.1303693,-76.9810708,0,0,0,2,-12.1205839,-76.9776401,11,-12.120817,-76.977274,0,0,0,0,0,0,0,0,0,6,-12.1226371,-76.9768759
-12.0780974,-77.0278469,51,-12.0848005,-77.0218833,1,-12.081223,-77.0336972,2,-12.0743421,-77.0358044,26,-12.08363,-77.03354,22,-12.08344,-77.02688,0,0,0,27,-12.077613,-77.0353252,5,-12.0779987,-77.0228566,0,0,0,3,-12.0817726,-77.0357032,16,-12.082449,-77.035805,0,0,0,0,0,0,0,0,0,26,-12.0824136,-77.0265799
-12.0955087,-77.0128064,13,-12.1020195,-77.0153218,1,-12.1018796,-77.0159813,0,0,0,2,-12.0909102,-77.0164732,8,-12.0937066,-77.0152107,0,0,0,5,-12.0970945,-77.0129735,8,-12.0962128,-77.0108016,0,0,0,0,0.0,0.0,9,-12.097696,-77.017261,1,-12.0997158,-77.009078,0,0,0,0,0,0,13,-12.0902343,-77.0175246
-12.101154100762027,-77.00227904359055,30,-12.093845,-77.0043771,1,-12.0972336,-77.002476,0,0,0,12,-12.0961651,-76.9992792,23,-12.0976,-77.0035,0,0,0,11,-12.0997977,-77.0021053,5,-12.1004575,-77.007959,0,0,0,4,-12.097334,-76.9947601,6,-12.0985127,-77.010694,2,-12.103115,-77.0012299,0,0,0,0,0,0,9,-12.1030988,-77.0015574
-12.0736234,-77.034891,53,-12.0789883,-77.0289479,2,-12.081223,-77.0336972,3,-12.0743421,-77.0358044,36,-12.07593,-77.04146,18,-12.0715836,-77.0392941,0,0,0,19,-12.074159,-77.0416889,9,-12.0673621,-77.0289198,0,0,0,3,-12.0817726,-77.0357032,17,-12.0736876,-77.0388046,0,0,0,0,0,0,0,0,0,26,-12.0722032,-77.0281492
-12.113131106458836,-76.98145868355081,6,-12.1103729,-76.9769174,1,-12.1103688,-76.9768254,0,0,0,5,-12.1108169,-76.9791018,18,-12.1179993,-76.9775984,0,0,0,4,-12.1113803,-76.9891893,2,-12.1120682,-76.9890997,0,0,0,2,-12.111145,-76.9866226,2,-12.120817,-76.977274,0,0,0,0,0,0,0,0,0,8,-12.108734,-76.978692
-12.303551749668602,-76.84963882714014,5,-12.2956847,-76.8518629,0,0.0,0.0,0,0,0,3,-12.2994528,-76.8518027,4,-12.2971817,-76.8527973,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,-12.2983935,-76.8488371
-12.078973,-77.0354645,67,-12.0856567,-77.0349593,3,-12.081223,-77.0336972,2,-12.0743421,-77.0358044,31,-12.07593,-77.04146,19,-12.0715836,-77.0392941,0,0,0,35,-12.0856343,-77.0347222,8,-12.0772823,-77.0384851,0,0,0,3,-12.0817726,-77.0357032,25,-12.0736876,-77.0388046,0,0,0,0,0,0,0,0,0,29,-12.0772359,-77.029022
-12.073268032970883,-77.04755367626828,63,-12.0789386,-77.0490825,10,-12.0661348,-77.0474055,1,-12.0721191,-77.0435112,33,-12.06867,-77.04873,32,-12.0656529,-77.0463038,1,-12.071483,-77.0498354,26,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,4,-12.0674383,-77.0507454,2,-12.0657587,-77.0485241,17,-12.0663437,-77.0502479,3,-12.0735357,-77.0505589,0,0,0,0,0,0,12,-12.075003,-77.0459627
-5.167596485941743,-80.62704582978645,10,-5.1701921,-80.6267581,1,-5.1702508,-80.6267754,0,0,0,7,-5.1630552,-80.6341554,17,-5.173396,-80.6288007,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
-12.120276422356577,-77.00656777460695,24,-12.1278783,-77.0091254,4,-12.1115881,-77.0064683,0,0,0,16,-12.1235053,-77.0151423,37,-12.1230225,-77.0055278,0,0,0,18,-12.1278543,-77.0092812,5,-12.1277091,-77.0076635,0,0,0,0,0.0,0.0,6,-12.1270283,-77.0021101,1,-12.1208161,-77.0108291,0,0,0,0,0,0,9,-12.1159447,-76.9993698
-12.0790747,-77.0341997,65,-12.0856567,-77.0349593,2,-12.081223,-77.0336972,2,-12.0743421,-77.0358044,29,-12.07593,-77.04146,14,-12.0715836,-77.0392941,0,0,0,35,-12.0856343,-77.0347222,7,-12.0772823,-77.0384851,0,0,0,3,-12.0817726,-77.0357032,25,-12.0736876,-77.0388046,0,0,0,0,0,0,0,0,0,32,-12.0824136,-77.0265799
-12.0475328,-77.0566513,16,-12.0435741,-77.0490267,0,0.0,0.0,0,0,0,13,-12.05244,-77.05009,19,-12.05126,-77.05086,0,0,0,6,-12.0498841,-77.0500065,0,0.0,0.0,0,0,0,0,0.0,0.0,5,-12.0483087,-77.0577357,1,-12.047389,-77.0504015,0,0,0,0,0,0,2,-12.055644,-77.05794
-12.0820984,-77.0499681,58,-12.0789386,-77.0490825,8,-12.0757071,-77.0527747,1,-12.0850544,-77.0547538,25,-12.07486,-77.05383,39,-12.0891,-77.05389,1,-12.0877134,-77.0546996,23,-12.0740443,-77.0497036,8,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,4,-12.0898564,-77.0522111,20,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,14,-12.075003,-77.0459627
-12.1221035,-77.026121,210,-12.1197949,-77.0295882,31,-12.1194011,-77.029408,0,0,0,15,-12.1214959,-77.0247565,15,-12.1222026,-77.0327536,0,0,0,27,-12.1214201,-77.0289043,7,-12.1245663,-77.0300016,5,-12.1229297,-77.0322474,6,-12.1295635,-77.0223023,26,-12.1200842,-77.0298172,8,-12.1294765,-77.0220782,0,0,0,0,0,0,33,-12.1245747,-77.0296068
-12.1177588,-77.01413749999999,36,-12.1166413,-77.0226891,3,-12.1182403,-77.0228221,0,0,0,14,-12.1231517,-77.0201028,22,-12.124262,-77.0198657,0,0,0,10,-12.122461,-77.011731,4,-12.1200016,-77.0180729,0,0,0,2,-12.1121831,-77.0112782,11,-12.1114826,-77.0132198,2,-12.1120695,-77.0118156,0,0,0,0,0,0,9,-12.1159216,-77.0097676
-12.090562751998194,-77.06868592606939,52,-12.090518,-77.064758,2,-12.0922554,-77.0705553,0,0,0,28,-12.0881595,-77.0620646,35,-12.082283,-77.065996,0,0,0,18,-12.0829411,-77.0670108,7,-12.0841499,-77.065253,1,-12.0893545,-77.073731,1,-12.0895002,-77.0752343,8,-12.089293,-77.072632,0,0,0,0,0,0,0,0,0,13,-12.0973026,-77.0742795
-12.07759342009014,-77.09514795876244,26,-12.0790608,-77.0877914,7,-12.078706,-77.0878707,0,0,0,23,-12.0794409,-77.1041442,48,-12.0781729,-77.1040987,0,0,0,6,-12.0840542,-77.0897453,4,-12.0750372,-77.091435,0,0,0,1,-12.0792883,-77.0884094,12,-12.0776301,-77.0936896,2,-12.0697913,-77.0984838,0,0,0,0,0,0,9,-12.0756429,-77.0967151
-12.10620414633572,-77.03045727642485,55,-12.1106769,-77.0374559,8,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,26,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,14,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,18,-12.1117939,-77.0333181
-12.078512694656354,-77.03477025032045,64,-12.0856567,-77.0349593,3,-12.081223,-77.0336972,2,-12.0743421,-77.0358044,30,-12.07593,-77.04146,15,-12.0715836,-77.0392941,0,0,0,35,-12.0856343,-77.0347222,8,-12.0772823,-77.0384851,0,0,0,3,-12.0817726,-77.0357032,25,-12.0736876,-77.0388046,0,0,0,0,0,0,0,0,0,30,-12.0824136,-77.0265799
-12.089912318734548,-77.01939531970038,39,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,9,-12.0873571,-77.0251553,20,-12.08905,-77.02764,0,0,0,6,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,2,-12.0967852,-77.0230856,19,-12.097696,-77.017261,0,0,0,0,0,0,0,0,0,17,-12.0910404,-77.0255889
-12.102837,-77.02138459999999,21,-12.1020195,-77.0153218,1,-12.1018796,-77.0159813,0,0,0,2,-12.1018458,-77.0210553,17,-12.1071,-77.0277,0,0,0,17,-12.1043038,-77.021175,3,-12.104425,-77.0207286,0,0,0,3,-12.1037024,-77.0205091,18,-12.0965386,-77.0278828,0,0,0,0,0,0,0,0,0,1,-12.0963381,-77.0252243
-12.138501617678145,-76.97901238161214,20,-12.1307802,-76.9825515,3,-12.1470284,-76.9812554,0,0,0,16,-12.143835,-76.9853523,24,-12.1450712,-76.9835437,0,0,0,4,-12.1328643,-76.9832416,3,-12.1303693,-76.9810708,0,0,0,1,-12.1401201,-76.9844373,4,-12.1469393,-76.9810945,0,0,0,0,0,0,0,0,0,12,-12.1455499,-76.9820852
-12.07380834592151,-77.0978454331716,20,-12.0691233,-77.0974017,4,-12.0774682,-77.0897698,0,0,0,23,-12.0652255,-77.0959222,51,-12.0687168,-77.1013129,0,0,0,7,-12.0687164,-77.1043409,2,-12.0750372,-77.091435,0,0,0,0,0.0,0.0,8,-12.0776301,-77.0936896,2,-12.0697913,-77.0984838,0,0,0,0,0,0,10,-12.0756429,-77.0967151
-5.1869386511605065,-80.64748640344094,19,-5.1863952,-80.6424476,1,-5.1859948,-80.6421841,0,0,0,14,-5.1881406,-80.6462441,37,-5.1817418,-80.6413723,0,0,0,1,-5.1915731,-80.6439851,0,0.0,0.0,0,0,0,2,-5.1860558,-80.6429995,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
-11.933657810275037,-77.06357006354521,22,-11.9300621,-77.0680935,1,-11.9391725,-77.0670437,0,0,0,21,-11.9300236,-77.0665282,31,-11.9338134,-77.0571734,0,0,0,20,-11.9414926,-77.0623512,1,-11.9417082,-77.0612545,1,-11.9392427,-77.066564,2,-11.9396555,-77.0698289,4,-11.9390185,-77.0590256,0,0,0,0,0,0,0,0,0,9,-11.9344088,-77.0558309
-12.1643195,-77.02434960000001,28,-12.1672988,-77.0283183,0,0.0,0.0,0,0,0,14,-12.1674427,-77.0247372,20,-12.1654993,-77.025398,0,0,0,19,-12.1680526,-77.0253594,1,-12.1665818,-77.0236205,0,0,0,1,-12.1578729,-77.0233101,4,-12.1683605,-77.0256926,0,0,0,0,0,0,0,0,0,11,-12.1597668,-77.0189703
-12.180185684824515,-77.004596471852,16,-12.1781962,-76.9965882,7,-12.1764561,-77.0071361,0,0,0,32,-12.181081,-77.0012294,45,-12.176136,-77.0097023,0,0,0,21,-12.1780821,-77.008459,5,-12.1849352,-77.0067185,0,0,0,2,-12.1875027,-77.0079983,5,-12.1837922,-77.0006268,1,-12.1744584,-77.0085235,0,0,0,0,0,0,10,-12.1812344,-77.0121349
-12.088593613085154,-77.06527662270675,50,-12.090518,-77.064758,2,-12.0922554,-77.0705553,0,0,0,31,-12.0881595,-77.0620646,37,-12.094089,-77.059542,0,0,0,20,-12.0829411,-77.0670108,7,-12.0841499,-77.065253,1,-12.0893545,-77.073731,0,0.0,0.0,9,-12.093382,-77.058073,0,0,0,0,0,0,0,0,0,15,-12.0819133,-77.070975
-12.0883805,-77.0028373,45,-12.0897688,-77.0036108,9,-12.0903324,-77.004859,0,0,0,13,-12.0961651,-76.9992792,26,-12.0862079,-77.0064826,0,0,0,17,-12.090537,-76.9958715,4,-12.0875492,-76.9978492,0,0,0,2,-12.089883,-77.0055793,14,-12.0939559,-77.0024898,1,-12.0889342,-77.0060007,0,0,0,0,0,0,28,-12.0806807,-77.0028789
-12.0820967,-77.05922509999999,30,-12.0786989,-77.0648851,5,-12.0757071,-77.0527747,1,-12.0850544,-77.0547538,26,-12.0881595,-77.0620646,46,-12.0891,-77.05389,1,-12.0877134,-77.0546996,12,-12.0829411,-77.0670108,10,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,8,-12.0770975,-77.064577,0,0,0,0,0,0,0,0,0,17,-12.0789129,-77.0571038
-12.0474168,-77.0564517,17,-12.0435741,-77.0490267,0,0.0,0.0,0,0,0,12,-12.05244,-77.05009,19,-12.05126,-77.05086,0,0,0,6,-12.0498841,-77.0500065,0,0.0,0.0,0,0,0,0,0.0,0.0,5,-12.0483087,-77.0577357,1,-12.047389,-77.0504015,0,0,0,0,0,0,2,-12.055644,-77.05794
-12.0996022,-76.99078879999999,8,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,10,-12.0961651,-76.9992792,19,-12.1083867,-76.990481,0,0,0,1,-12.1007222,-76.9949884,1,-12.0945492,-76.9952559,0,0,0,1,-12.097334,-76.9947601,3,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,11,-12.0990059,-76.9947634
-12.0812973,-77.03167479999999,77,-12.0888159,-77.0275443,4,-12.081223,-77.0336972,2,-12.0743421,-77.0358044,34,-12.08363,-77.03354,22,-12.07632,-77.03903,0,0,0,40,-12.0856343,-77.0347222,6,-12.082536,-77.0233183,0,0,0,3,-12.0817726,-77.0357032,22,-12.082449,-77.035805,0,0,0,0,0,0,0,0,0,32,-12.0824136,-77.0265799
-12.0767242,-77.0983186,15,-12.0691233,-77.0974017,4,-12.0774682,-77.0897698,0,0,0,23,-12.0794409,-77.1041442,49,-12.0687168,-77.1013129,0,0,0,2,-12.0691489,-77.0973048,3,-12.0750372,-77.091435,0,0,0,0,0.0,0.0,8,-12.0776301,-77.0936896,2,-12.0697913,-77.0984838,0,0,0,0,0,0,9,-12.0756429,-77.0967151
-12.181707390098213,-77.00752429260419,12,-12.1863587,-77.0080104,7,-12.1764561,-77.0071361,0,0,0,20,-12.181081,-77.0012294,35,-12.176136,-77.0097023,0,0,0,20,-12.1780821,-77.008459,5,-12.1849352,-77.0067185,0,0,0,2,-12.1875027,-77.0079983,5,-12.1837922,-77.0006268,1,-12.1744584,-77.0085235,0,0,0,0,0,0,8,-12.1812344,-77.0121349
-12.12620827016325,-76.98422297768116,34,-12.1299062,-76.9830927,2,-12.1311626,-76.9831667,0,0,0,9,-12.1247948,-76.9791983,26,-12.1245,-76.9806,0,0,0,18,-12.1328643,-76.9832416,4,-12.1303693,-76.9810708,0,0,0,5,-12.1268803,-76.9752005,11,-12.120817,-76.977274,0,0,0,0,0,0,0,0,0,8,-12.1226371,-76.9768759
-12.0922058,-77.0811342,25,-12.0925783,-77.0730625,3,-12.0842026,-77.0829382,0,0,0,18,-12.0943056,-77.0727782,32,-12.0843747,-77.080836,0,0,0,12,-12.0855111,-77.0833864,2,-12.0920779,-77.0742757,1,-12.0893545,-77.073731,1,-12.0895002,-77.0752343,4,-12.089293,-77.072632,0,0,0,0,0,0,0,0,0,4,-12.0944022,-77.0801262
