index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio,Restaurants_Count,Restaurants_Lat,Restaurants_Lon,Fast Food_Count,Fast Food_Lat,Fast Food_Lon,Universities_Count,Universities_Lat,Universities_Lon,Schools_Count,Schools_Lat,Schools_Lon,Kindergartens_Count,Kindergartens_Lat,Kindergartens_Lon,Hospitals_Count,Hospitals_Lat,Hospitals_Lon,Pharmacies_Count,Pharmacies_Lat,Pharmacies_Lon,Clinics_Count,Clinics_Lat,Clinics_Lon,Malls_Count,Malls_Lat,Malls_Lon,Supermarkets_Count,Supermarkets_Lat,Supermarkets_Lon,Banks_Count,Banks_Lat,Banks_Lon,Fitness Centres_Count,Fitness Centres_Lat,Fitness Centres_Lon,Swimming Pools_Count,Swimming Pools_Lat,Swimming Pools_Lon,Parks_Count,Parks_Lat,Parks_Lon,Bus Stops_Count,Bus Stops_Lat,Bus Stops_Lon
ZENHAUS (Tipo 4),-12.0897795,-77.02657649999999,Lince,Entrega inmediata,flat,3,71.12,531000.0,69,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,12,-12.0853328,-77.030534,17,-12.08905,-77.02764,0,0,0,18,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,3,-12.0967852,-77.0230856,26,-12.0930391,-77.0334285,0,0,0,0,0,0,0,0,0,35,-12.0824136,-77.0265799
NUOVA VITA (101),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,2,68.8,529000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (102),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,79.93,614000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (103),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,129.05,894000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (104),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,134.95,924000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (X01),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,76.13,552000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (X02),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,2,61.0,472000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (X03),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,76.84,552000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (X04),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,70.6,521000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (X05),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,70.6,521000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (701),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,148.36,999000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (702),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,131.95,949000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (703),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,147.68,999000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (704),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,4,135.96,929000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
NUOVA VITA (705),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,4,135.96,929000.0,68,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0721191,-77.0435112,27,-12.07593,-77.04146,27,-12.0768349,-77.0453794,1,-12.071483,-77.0498354,30,-12.0869422,-77.0422038,8,-12.0772823,-77.0384851,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,15,-12.0739331,-77.0486323,2,-12.0735357,-77.0505589,0,0,0,0,0,0,8,-12.075003,-77.0459627
VITTORIE (TIPO F),-12.1195549,-77.0041086,Surquillo,En construcción,flat,3,70.0,484000.0,27,-12.1279766,-77.0011381,4,-12.1115881,-77.0064683,0,0,0,17,-12.1230955,-77.0054741,35,-12.1230225,-77.0055278,0,0,0,19,-12.1114743,-77.0019579,5,-12.1277091,-77.0076635,0,0,0,0,0.0,0.0,8,-12.1270283,-77.0021101,1,-12.1208161,-77.0108291,0,0,0,0,0,0,11,-12.11324,-77.0000684
VITTORIE (TIPO G),-12.1195549,-77.0041086,Surquillo,En construcción,flat,2,53.0,370000.0,27,-12.1279766,-77.0011381,4,-12.1115881,-77.0064683,0,0,0,17,-12.1230955,-77.0054741,35,-12.1230225,-77.0055278,0,0,0,19,-12.1114743,-77.0019579,5,-12.1277091,-77.0076635,0,0,0,0,0.0,0.0,8,-12.1270283,-77.0021101,1,-12.1208161,-77.0108291,0,0,0,0,0,0,11,-12.11324,-77.0000684
MALVA (1),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,67.0,488077.0,50,-12.0719005,-77.062038,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,31,-12.06975,-77.05008,43,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,17,-12.0752312,-77.0460968
MALVA (2),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,88.12,650054.0,50,-12.0719005,-77.062038,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,31,-12.06975,-77.05008,43,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,17,-12.0752312,-77.0460968
MALVA (3),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,77.7,537486.0,50,-12.0719005,-77.062038,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,31,-12.06975,-77.05008,43,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,17,-12.0752312,-77.0460968
MALVA (6),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,76.78,521804.0,50,-12.0719005,-77.062038,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,31,-12.06975,-77.05008,43,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,17,-12.0752312,-77.0460968
MALVA (7),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,78.0,522664.0,50,-12.0719005,-77.062038,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,31,-12.06975,-77.05008,43,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,17,-12.0752312,-77.0460968
MALVA (8),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,66.38,445220.0,50,-12.0719005,-77.062038,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,31,-12.06975,-77.05008,43,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,17,-12.0752312,-77.0460968
MALVA (5B),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,60.33,422341.0,50,-12.0719005,-77.062038,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,31,-12.06975,-77.05008,43,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0714221,-77.0617858,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,17,-12.0752312,-77.0460968
Patio La Paz (A15),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,77.58,378508.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,16,-12.0794409,-77.1041442,30,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,1,-12.0717656,-77.110588,0,0,0,8,-12.0764284,-77.1126149
Patio La Paz (A4),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,75.28,398708.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,16,-12.0794409,-77.1041442,30,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,1,-12.0717656,-77.110588,0,0,0,8,-12.0764284,-77.1126149
Patio La Paz (A7),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,68.83,363004.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,16,-12.0794409,-77.1041442,30,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,1,-12.0717656,-77.110588,0,0,0,8,-12.0764284,-77.1126149
Patio La Paz (A7A),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,86.2,412565.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,16,-12.0794409,-77.1041442,30,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,1,-12.0717656,-77.110588,0,0,0,8,-12.0764284,-77.1126149
Patio La Paz (A9),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,1,40.21,248292.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,16,-12.0794409,-77.1041442,30,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,1,-12.0717656,-77.110588,0,0,0,8,-12.0764284,-77.1126149
Patio La Paz (B11),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,58.82,301858.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,16,-12.0794409,-77.1041442,30,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,1,-12.0717656,-77.110588,0,0,0,8,-12.0764284,-77.1126149
Patio La Paz (B5),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,57.19,306028.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,16,-12.0794409,-77.1041442,30,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,1,-12.0717656,-77.110588,0,0,0,8,-12.0764284,-77.1126149
Sevilla (4),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.04,627231.0,55,-12.1106769,-77.0374559,8,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,25,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,16,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,18,-12.1117939,-77.0333181
Sevilla (5),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,2,82.5,782582.0,55,-12.1106769,-77.0374559,8,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,25,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,16,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,18,-12.1117939,-77.0333181
Sevilla (6),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.11,743557.0,55,-12.1106769,-77.0374559,8,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,25,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,16,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,18,-12.1117939,-77.0333181
Sevilla (2),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.25,603177.0,55,-12.1106769,-77.0374559,8,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,25,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,16,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,18,-12.1117939,-77.0333181
Sevilla (12),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,3,147.87,1073257.0,55,-12.1106769,-77.0374559,8,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,25,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,16,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,18,-12.1117939,-77.0333181
Sevilla (14),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,duplex,2,84.45,801793.0,55,-12.1106769,-77.0374559,8,-12.1101729,-77.037532,0,0,0,10,-12.1143685,-77.0277215,25,-12.1140892,-77.0328161,0,0,0,16,-12.1097862,-77.0389009,4,-12.102643,-77.03747,0,0,0,2,-12.1081486,-77.0248539,16,-12.1065672,-77.0391485,1,-12.1086541,-77.0353541,0,0,0,0,0,0,18,-12.1117939,-77.0333181
SUMA LOS GERANIOS 124 (TIPO 3 FAMILY),-12.0908465,-77.0292675,Lince,En planos,flat,2,69.88,584803.0,80,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,14,-12.08363,-77.03354,15,-12.08905,-77.02764,0,0,0,25,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,3,-12.0967852,-77.0230856,29,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,37,-12.0824136,-77.0265799
SUMA LOS GERANIOS 124 (TIPO 2: DUO),-12.0908465,-77.0292675,Lince,En planos,flat,1,46.65,384863.0,80,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,14,-12.08363,-77.03354,15,-12.08905,-77.02764,0,0,0,25,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,3,-12.0967852,-77.0230856,29,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,37,-12.0824136,-77.0265799
SUMA LOS GERANIOS 124 (TIPO 1:SINGLE),-12.0908465,-77.0292675,Lince,En planos,flat,1,45.35,355431.0,80,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,14,-12.08363,-77.03354,15,-12.08905,-77.02764,0,0,0,25,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,3,-12.0967852,-77.0230856,29,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,37,-12.0824136,-77.0265799
Brezzo Chariarse 885 (DUPLEX 3),-12.12737784085293,-77.01825836016292,Miraflores,Entrega inmediata,duplex,3,218.91,1492900.0,45,-12.1287093,-77.026562,5,-12.1296658,-77.0245217,0,0,0,10,-12.1214959,-77.0247565,20,-12.124262,-77.0198657,0,0,0,15,-12.1335541,-77.0177295,2,-12.1200016,-77.0180729,0,0,0,3,-12.1295635,-77.0223023,12,-12.125732,-77.0204333,1,-12.1294765,-77.0220782,0,0,0,0,0,0,14,-12.1279188,-77.0268176
Liv 385 (Tipo 1),-12.12495086848081,-77.02245205033186,Miraflores,Entrega inmediata,flat,3,208.43,1262505.0,150,-12.1324083,-77.0265949,23,-12.1194011,-77.029408,0,0,0,14,-12.1214959,-77.0247565,20,-12.124262,-77.0198657,0,0,0,18,-12.1214201,-77.0289043,3,-12.1245663,-77.0300016,4,-12.1205523,-77.0278645,6,-12.1295635,-77.0223023,23,-12.1200842,-77.0298172,4,-12.1294765,-77.0220782,0,0,0,0,0,0,22,-12.1245747,-77.0296068
Liv 385 (Tipo 3),-12.12495086848081,-77.02245205033186,Miraflores,Entrega inmediata,flat,3,140.36,1026716.25,150,-12.1324083,-77.0265949,23,-12.1194011,-77.029408,0,0,0,14,-12.1214959,-77.0247565,20,-12.124262,-77.0198657,0,0,0,18,-12.1214201,-77.0289043,3,-12.1245663,-77.0300016,4,-12.1205523,-77.0278645,6,-12.1295635,-77.0223023,23,-12.1200842,-77.0298172,4,-12.1294765,-77.0220782,0,0,0,0,0,0,22,-12.1245747,-77.0296068
Villamar 131 (1D - 08),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,1,43.45,266901.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,17,-12.0794409,-77.1041442,36,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,1,-12.0842417,-77.0964206,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,0,0,0,0,0,0,4,-12.0771091,-77.1106704
Villamar 131 (1D - 01),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,1,45.43,220177.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,17,-12.0794409,-77.1041442,36,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,1,-12.0842417,-77.0964206,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,0,0,0,0,0,0,4,-12.0771091,-77.1106704
Villamar 131 (3D - 07),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,71.67,479026.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,17,-12.0794409,-77.1041442,36,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,1,-12.0842417,-77.0964206,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,0,0,0,0,0,0,4,-12.0771091,-77.1106704
Villamar 131 (3D - 03),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,72.12,398000.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,17,-12.0794409,-77.1041442,36,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,1,-12.0842417,-77.0964206,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,0,0,0,0,0,0,4,-12.0771091,-77.1106704
Villamar 131 (3D - 14),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,79.52,545914.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,17,-12.0794409,-77.1041442,36,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,1,-12.0842417,-77.0964206,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,0,0,0,0,0,0,4,-12.0771091,-77.1106704
Villamar 131 (DÚPLEX 9),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,duplex,3,155.19,878936.0,5,-12.0789013,-77.1076297,0,0.0,0.0,0,0,0,17,-12.0794409,-77.1041442,36,-12.0781729,-77.1040987,0,0,0,0,0.0,0.0,1,-12.0842417,-77.0964206,0,0,0,0,0.0,0.0,1,-12.0750473,-77.0990943,0,0,0,0,0,0,0,0,0,4,-12.0771091,-77.1106704
GALLERY (TIPO 1),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,3,118.18,959887.0,14,-12.0971335,-77.0587922,5,-12.1032157,-77.0517325,0,0,0,8,-12.0887162,-77.0562002,25,-12.094089,-77.059542,1,-12.0877134,-77.0546996,15,-12.093552,-77.05765,2,-12.0878251,-77.0550691,0,0,0,1,-12.1025598,-77.052177,16,-12.1040203,-77.0527368,0,0,0,0,0,0,0,0,0,10,-12.0948824,-77.0543695
GALLERY (TIPO 11),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,3,90.69,726653.0,14,-12.0971335,-77.0587922,5,-12.1032157,-77.0517325,0,0,0,8,-12.0887162,-77.0562002,25,-12.094089,-77.059542,1,-12.0877134,-77.0546996,15,-12.093552,-77.05765,2,-12.0878251,-77.0550691,0,0,0,1,-12.1025598,-77.052177,16,-12.1040203,-77.0527368,0,0,0,0,0,0,0,0,0,10,-12.0948824,-77.0543695
GALLERY (TIPO 3),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,2,97.37,876363.0,14,-12.0971335,-77.0587922,5,-12.1032157,-77.0517325,0,0,0,8,-12.0887162,-77.0562002,25,-12.094089,-77.059542,1,-12.0877134,-77.0546996,15,-12.093552,-77.05765,2,-12.0878251,-77.0550691,0,0,0,1,-12.1025598,-77.052177,16,-12.1040203,-77.0527368,0,0,0,0,0,0,0,0,0,10,-12.0948824,-77.0543695
GALLERY (TIPO 4),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,2,151.15,984420.0,14,-12.0971335,-77.0587922,5,-12.1032157,-77.0517325,0,0,0,8,-12.0887162,-77.0562002,25,-12.094089,-77.059542,1,-12.0877134,-77.0546996,15,-12.093552,-77.05765,2,-12.0878251,-77.0550691,0,0,0,1,-12.1025598,-77.052177,16,-12.1040203,-77.0527368,0,0,0,0,0,0,0,0,0,10,-12.0948824,-77.0543695
GALLERY (TIPO 5),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,109.16,680741.0,14,-12.0971335,-77.0587922,5,-12.1032157,-77.0517325,0,0,0,8,-12.0887162,-77.0562002,25,-12.094089,-77.059542,1,-12.0877134,-77.0546996,15,-12.093552,-77.05765,2,-12.0878251,-77.0550691,0,0,0,1,-12.1025598,-77.052177,16,-12.1040203,-77.0527368,0,0,0,0,0,0,0,0,0,10,-12.0948824,-77.0543695
