index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio,Restaurants_Count,Restaurants_Lat,Restaurants_Lon,Fast Food_Count,Fast Food_Lat,Fast Food_Lon,Universities_Count,Universities_Lat,Universities_Lon,Schools_Count,Schools_Lat,Schools_Lon,Kindergartens_Count,Kindergartens_Lat,Kindergartens_Lon,Hospitals_Count,Hospitals_Lat,Hospitals_Lon,Pharmacies_Count,Pharmacies_Lat,Pharmacies_Lon,Clinics_Count,Clinics_Lat,Clinics_Lon,Malls_Count,Malls_Lat,Malls_Lon,Supermarkets_Count,Supermarkets_Lat,Supermarkets_Lon,Banks_Count,Banks_Lat,Banks_Lon,Fitness Centres_Count,Fitness Centres_Lat,Fitness Centres_Lon,Swimming Pools_Count,Swimming Pools_Lat,Swimming Pools_Lon,Parks_Count,Parks_Lat,Parks_Lon,Bus Stops_Count,Bus Stops_Lat,Bus Stops_Lon
Condominio Portofino Casa Club (104),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,3,80.47,690000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (106),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,3,79.58,666000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (E),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,2,59.19,502000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (C),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,1,49.34,411000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (D),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,1,48.03,403000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (G),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,3,76.7,643000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (202),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,2,71.41,652000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (203),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,1,44.22,438000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (H),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,3,78.16,664000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (A),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,3,84.62,839000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (I),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,2,67.08,635000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (J),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,1,42.65,429000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (B),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,flat,3,89.26,851000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Condominio Portofino Casa Club (N),-12.0850837,-77.04942539999999,Jesus Maria,En construcción,duplex,3,153.06,1087000.0,36,-12.0926921,-77.0469339,3,-12.0841471,-77.0513927,1,-12.0850544,-77.0547538,16,-12.081111,-77.0541973,34,-12.07678,-77.0474,1,-12.0877134,-77.0546996,16,-12.0916614,-77.0540635,7,-12.0780341,-77.0535756,0,0,0,0,0.0,0.0,12,-12.0923267,-77.0471492,0,0,0,0,0,0,0,0,0,8,-12.0821861,-77.0453628
Tizón y Bueno (Tipo 104),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,2,92.66,720845.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 106),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,1,46.56,371448.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 1),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,2,56.21,398047.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 2),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,3,74.63,510720.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 3),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,3,65.54,459030.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 4),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,3,71.77,493504.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 5),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,2,56.34,399399.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 6),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,2,50.9,345670.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 7),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,3,71.18,429548.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 1303),-12.0766505,-77.0540724,Jesus Maria,En construcción,flat,3,65.0,408303.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 1702),-12.0766505,-77.0540724,Jesus Maria,En construcción,duplex,3,132.18,900357.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
Tizón y Bueno (Tipo 1707),-12.0766505,-77.0540724,Jesus Maria,En construcción,duplex,3,139.34,786048.0,50,-12.0789386,-77.0490825,9,-12.0726808,-77.050183,1,-12.0850544,-77.0547538,30,-12.06975,-77.05008,44,-12.0708383,-77.0555813,1,-12.071483,-77.0498354,24,-12.0740443,-77.0497036,5,-12.0780341,-77.0535756,1,-12.0759995,-77.0499813,1,-12.074458,-77.0492501,10,-12.0739331,-77.0486323,3,-12.0735357,-77.0505589,0,0,0,0,0,0,18,-12.075003,-77.0459627
MASIAS (X01),-12.0903997,-77.0262118,Lince,En planos,flat,2,56.35,597777.0,65,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,11,-12.0853328,-77.030534,18,-12.08905,-77.02764,0,0,0,17,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,3,-12.0967852,-77.0230856,23,-12.0930391,-77.0334285,0,0,0,0,0,0,0,0,0,34,-12.0824136,-77.0265799
MASIAS (X04),-12.0903997,-77.0262118,Lince,En planos,flat,2,55.75,597777.0,65,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,11,-12.0853328,-77.030534,18,-12.08905,-77.02764,0,0,0,17,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,3,-12.0967852,-77.0230856,23,-12.0930391,-77.0334285,0,0,0,0,0,0,0,0,0,34,-12.0824136,-77.0265799
MASIAS (X05),-12.0903997,-77.0262118,Lince,En planos,flat,2,36.37,497777.0,65,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,11,-12.0853328,-77.030534,18,-12.08905,-77.02764,0,0,0,17,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,3,-12.0967852,-77.0230856,23,-12.0930391,-77.0334285,0,0,0,0,0,0,0,0,0,34,-12.0824136,-77.0265799
MASIAS (X07),-12.0903997,-77.0262118,Lince,En planos,flat,1,32.79,447777.0,65,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,11,-12.0853328,-77.030534,18,-12.08905,-77.02764,0,0,0,17,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,3,-12.0967852,-77.0230856,23,-12.0930391,-77.0334285,0,0,0,0,0,0,0,0,0,34,-12.0824136,-77.0265799
MASIAS (X08),-12.0903997,-77.0262118,Lince,En planos,flat,1,32.04,447777.0,65,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,11,-12.0853328,-77.030534,18,-12.08905,-77.02764,0,0,0,17,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,3,-12.0967852,-77.0230856,23,-12.0930391,-77.0334285,0,0,0,0,0,0,0,0,0,34,-12.0824136,-77.0265799
MASIAS (X09),-12.0903997,-77.0262118,Lince,En planos,flat,1,32.04,447777.0,65,-12.0888159,-77.0275443,4,-12.0942386,-77.0253448,0,0,0,11,-12.0853328,-77.030534,18,-12.08905,-77.02764,0,0,0,17,-12.0967601,-77.0233281,4,-12.082536,-77.0233183,0,0,0,3,-12.0967852,-77.0230856,23,-12.0930391,-77.0334285,0,0,0,0,0,0,0,0,0,34,-12.0824136,-77.0265799
Plaza 27 (Tipo 52),-12.095911977690932,-77.03217204615711,San Isidro,Entrega inmediata,duplex,1,89.01,611766.0,80,-12.0888159,-77.0275443,7,-12.0942386,-77.0253448,0,0,0,10,-12.0907126,-77.0382069,13,-12.08905,-77.02764,0,0,0,16,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,2,-12.0967852,-77.0230856,31,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,30,-12.0910404,-77.0255889
Plaza 27 (Tipo 53),-12.095911977690932,-77.03217204615711,San Isidro,Entrega inmediata,duplex,1,89.05,604330.0,80,-12.0888159,-77.0275443,7,-12.0942386,-77.0253448,0,0,0,10,-12.0907126,-77.0382069,13,-12.08905,-77.02764,0,0,0,16,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,2,-12.0967852,-77.0230856,31,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,30,-12.0910404,-77.0255889
Plaza 27 (Tipo 56),-12.095911977690932,-77.03217204615711,San Isidro,Entrega inmediata,duplex,2,132.36,865299.0,80,-12.0888159,-77.0275443,7,-12.0942386,-77.0253448,0,0,0,10,-12.0907126,-77.0382069,13,-12.08905,-77.02764,0,0,0,16,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,2,-12.0967852,-77.0230856,31,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,30,-12.0910404,-77.0255889
Plaza 27 (Tipo 58),-12.095911977690932,-77.03217204615711,San Isidro,Entrega inmediata,duplex,2,123.52,866448.0,80,-12.0888159,-77.0275443,7,-12.0942386,-77.0253448,0,0,0,10,-12.0907126,-77.0382069,13,-12.08905,-77.02764,0,0,0,16,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,2,-12.0967852,-77.0230856,31,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,30,-12.0910404,-77.0255889
Plaza 27 (Tipo 59),-12.095911977690932,-77.03217204615711,San Isidro,Entrega inmediata,duplex,1,80.57,562679.0,80,-12.0888159,-77.0275443,7,-12.0942386,-77.0253448,0,0,0,10,-12.0907126,-77.0382069,13,-12.08905,-77.02764,0,0,0,16,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,2,-12.0967852,-77.0230856,31,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,30,-12.0910404,-77.0255889
Plaza 27 (Tipo 47),-12.095911977690932,-77.03217204615711,San Isidro,Entrega inmediata,duplex,2,118.26,856444.0,80,-12.0888159,-77.0275443,7,-12.0942386,-77.0253448,0,0,0,10,-12.0907126,-77.0382069,13,-12.08905,-77.02764,0,0,0,16,-12.0967601,-77.0233281,2,-12.0930776,-77.0239592,0,0,0,2,-12.0967852,-77.0230856,31,-12.0930391,-77.0334285,0,0,0,0,0,0,1,-12.0918441,-77.0366333,30,-12.0910404,-77.0255889
Fontana (Dpto. 101),-12.0936213,-76.9938586,San Borja,En planos,flat,3,70.49,551500.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 102),-12.0936213,-76.9938586,San Borja,En planos,flat,2,58.86,480000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 104),-12.0936213,-76.9938586,San Borja,En planos,flat,2,80.87,542000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 201 al 601),-12.0936213,-76.9938586,San Borja,En planos,flat,3,68.69,547500.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 202 al 602),-12.0936213,-76.9938586,San Borja,En planos,flat,2,56.71,474500.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 203 al 603),-12.0936213,-76.9938586,San Borja,En planos,flat,2,54.82,427500.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 204 al 604),-12.0936213,-76.9938586,San Borja,En planos,flat,2,52.7,411000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 701 al 1101),-12.0936213,-76.9938586,San Borja,En planos,flat,2,68.15,544000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 702 al 1102),-12.0936213,-76.9938586,San Borja,En planos,flat,2,56.14,469000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 703 al 903),-12.0936213,-76.9938586,San Borja,En planos,flat,2,54.19,422000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 704 al 904),-12.0936213,-76.9938586,San Borja,En planos,flat,2,52.35,409000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 1003),-12.0936213,-76.9938586,San Borja,En planos,flat,2,53.59,418500.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 1004),-12.0936213,-76.9938586,San Borja,En planos,flat,2,50.38,394000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 1103),-12.0936213,-76.9938586,San Borja,En planos,flat,2,52.89,413000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 1104),-12.0936213,-76.9938586,San Borja,En planos,flat,2,48.04,379000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 1203),-12.0936213,-76.9938586,San Borja,En planos,flat,2,52.18,407000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
Fontana (Dpto. 1204),-12.0936213,-76.9938586,San Borja,En planos,flat,2,45.71,360000.0,17,-12.0956932,-76.9950519,0,0.0,0.0,0,0,0,14,-12.0961651,-76.9992792,26,-12.0942,-76.9887055,0,0,0,7,-12.090537,-76.9958715,3,-12.0875492,-76.9978492,0,0,0,1,-12.097334,-76.9947601,8,-12.1003441,-76.9885668,0,0,0,0,0,0,0,0,0,15,-12.087423,-76.996905
