index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio
ROSARIO IN (TIPO 4),-12.115354968790566,-77.03758365755748,Miraflores,En planos,duplex,2,114.73,1036466.25
ROSARIO IN (TIPO 5),-12.115354968790566,-77.03758365755748,Miraflores,En planos,duplex,3,136.52,1233318.75
ROSARIO IN (TIPO 8),-12.115354968790566,-77.03758365755748,Miraflores,En planos,duplex,2,108.54,933217.5
ROSARIO IN (TIPO9),-12.115354968790566,-77.03758365755748,Miraflores,En planos,duplex,3,139.57,1207863.75
ROSARIO IN (TIPO 10),-12.115354968790566,-77.03758365755748,Miraflores,En planos,duplex,2,95.93,845490.0
ROSARIO IN (TIPO 11),-12.115354968790566,-77.03758365755748,Miraflores,En planos,duplex,3,129.34,1104577.5
ROSARIO IN (TIPO 13),-12.115354968790566,-77.03758365755748,Miraflores,En planos,duplex,3,204.09,1490550.0
MAMA OCLLO (TIPO 8),-12.0852268,-77.043916,Lince,Entrega inmediata,flat,3,67.02,464000.0
MAMA OCLLO (TIPO 3),-12.0852268,-77.043916,Lince,Entrega inmediata,flat,3,64.31,460000.0
MAMA OCLLO (TIPO1),-12.0852268,-77.043916,Lince,Entrega inmediata,flat,3,67.37,508000.0
MAMA OCLLO (TIPO2),-12.0852268,-77.043916,Lince,Entrega inmediata,flat,3,65.29,481000.0
MAMA OCLLO (AZ 01),-12.0852268,-77.043916,Lince,Entrega inmediata,duplex,2,71.29,520000.0
MAMA OCLLO (AZ 02),-12.0852268,-77.043916,Lince,Entrega inmediata,duplex,2,75.62,550000.0
MAMA OCLLO (AZ 04),-12.0852268,-77.043916,Lince,Entrega inmediata,duplex,2,83.63,640000.0
MAMA OCLLO (AZ 05),-12.0852268,-77.043916,Lince,Entrega inmediata,duplex,3,100.6,700000.0
Parque Rosales (301),-12.1294347,-77.0025179,Miraflores,En planos,flat,3,128.25,939431.25
Parque Rosales (303),-12.1294347,-77.0025179,Miraflores,En planos,flat,2,94.8,730668.75
Parque Rosales (401),-12.1294347,-77.0025179,Miraflores,En planos,flat,3,130.25,962628.75
Parque Rosales (402),-12.1294347,-77.0025179,Miraflores,En planos,flat,3,130.6,962628.75
Parque Rosales (102),-12.1294347,-77.0025179,Miraflores,En planos,duplex,3,193.0,1155926.25
Parque Rosales (202),-12.1294347,-77.0025179,Miraflores,En planos,duplex,2,87.3,653351.25
Parque Rosales (302),-12.1294347,-77.0025179,Miraflores,En planos,duplex,2,85.0,657217.5
Simón (1),-12.07210452047598,-77.06962609343464,Pueblo Libre,En construcción,flat,3,63.86,437200.0
Simón (4),-12.07210452047598,-77.06962609343464,Pueblo Libre,En construcción,flat,1,37.62,257500.0
Simón (2),-12.07210452047598,-77.06962609343464,Pueblo Libre,En construcción,flat,2,67.32,460900.0
Simón (3),-12.07210452047598,-77.06962609343464,Pueblo Libre,En construcción,flat,2,55.13,377400.0
SUCRE 45 (X04),-12.1267497,-77.0255474,Miraflores,En planos,flat,2,68.1,604000.0
SUCRE 45 (X01),-12.1267497,-77.0255474,Miraflores,En planos,flat,3,79.8,694000.0
SUCRE 45 (X02),-12.1267497,-77.0255474,Miraflores,En planos,flat,2,59.7,653000.0
SUCRE 45 (X03),-12.1267497,-77.0255474,Miraflores,En planos,flat,3,97.0,840000.0
Toscanini (tipo 1),-12.107221696946526,-76.99606775572894,San Borja,En planos,flat,3,90.03,792000.0
Toscanini (tipo 2),-12.107221696946526,-76.99606775572894,San Borja,En planos,flat,3,92.29,799000.0
Residencial Movit (TIPO 2),-12.076121712347602,-77.06817371408746,Pueblo Libre,Entrega inmediata,flat,3,85.81,725500.0
Residencial Movit (TIPO 4),-12.076121712347602,-77.06817371408746,Pueblo Libre,Entrega inmediata,flat,3,70.0,530000.0
STAY (Flat 102),-12.083124638547416,-77.05339550367809,Jesus Maria,En construcción,flat,1,67.39,495300.0
STAY (Flat Típico 01),-12.083124638547416,-77.05339550367809,Jesus Maria,En construcción,flat,3,65.56,583200.0
STAY (Flat Típico 02),-12.083124638547416,-77.05339550367809,Jesus Maria,En construcción,flat,2,56.06,475300.0
STAY (Flat Típico 04),-12.083124638547416,-77.05339550367809,Jesus Maria,En construcción,flat,2,57.02,515100.0
STAY (Flat X05B),-12.083124638547416,-77.05339550367809,Jesus Maria,En construcción,flat,1,42.26,391100.0
BARRANCO URBANO (TIPO B),-12.1442819,-77.0145915,Barranco,En construcción,flat,1,42.0,279000.0
BARRANCO URBANO (TIPO E),-12.1442819,-77.0145915,Barranco,En construcción,flat,3,89.0,530000.0
BARRANCO URBANO (TIPO G),-12.1442819,-77.0145915,Barranco,En construcción,flat,3,77.0,460000.0
BARRANCO URBANO (TIPO H),-12.1442819,-77.0145915,Barranco,En construcción,flat,2,60.0,370000.0
BARRANCO URBANO (TIPO J),-12.1442819,-77.0145915,Barranco,En construcción,flat,3,73.0,437000.0
BARRANCO URBANO (TIPO K),-12.1442819,-77.0145915,Barranco,En construcción,flat,2,60.0,370000.0
BARRANCO URBANO (TIPO L),-12.1442819,-77.0145915,Barranco,En construcción,flat,1,55.0,332000.0
BARRANCO URBANO (TIPO F),-12.1442819,-77.0145915,Barranco,En construcción,flat,1,42.0,279000.0
BARRANCO URBANO (TIPO M),-12.1442819,-77.0145915,Barranco,En construcción,duplex,4,172.0,940000.0
BARRANCO URBANO (TIPO N),-12.1442819,-77.0145915,Barranco,En construcción,duplex,2,90.0,536000.0
Clovis 620 (X03-1),-12.0728997,-77.0666018,Pueblo Libre,En planos,flat,2,85.25,502785.0
Clovis 620 (X01),-12.0728997,-77.0666018,Pueblo Libre,En planos,flat,3,72.42,509860.0
Clovis 620 (X02),-12.0728997,-77.0666018,Pueblo Libre,En planos,flat,3,71.32,502116.0
Clovis 620 (X03),-12.0728997,-77.0666018,Pueblo Libre,En planos,flat,2,58.95,415027.0
Clovis 620 (X04),-12.0728997,-77.0666018,Pueblo Libre,En planos,flat,2,57.58,405382.0
Milano - 28 de Julio (C),-12.126585,-77.03057489999999,Miraflores,En planos,flat,3,75.49,746914.0
Milano - 28 de Julio (E),-12.126585,-77.03057489999999,Miraflores,En planos,flat,3,76.08,664699.0
Milano - 28 de Julio (F),-12.126585,-77.03057489999999,Miraflores,En planos,flat,3,75.53,659894.0
Milano - 28 de Julio (G),-12.126585,-77.03057489999999,Miraflores,En planos,flat,2,60.34,609752.0
Milano - 28 de Julio (H),-12.126585,-77.03057489999999,Miraflores,En planos,flat,3,80.7,790011.0
Pizarro 1399 (F1),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,flat,3,75.34,475000.0
Pizarro 1399 (F5),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,flat,3,89.58,499000.0
Pizarro 1399 (F2),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,flat,2,48.8,349000.0
Pizarro 1399 (F6),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,flat,3,56.18,377000.0
Pizarro 1399 (F10),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,flat,2,76.22,519000.0
Pizarro 1399 (F8),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,flat,3,55.53,389099.0
Pizarro 1399 (F12),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,flat,2,75.28,527487.0
Pizarro 1399 (D1),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,duplex,2,119.81,609000.0
Pizarro 1399 (D2),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,duplex,2,121.5,655000.0
Pizarro 1399 (D3),-12.0773752,-77.0662037,Pueblo Libre,Entrega inmediata,duplex,2,158.97,850000.0
ECOBRISA (TIPO X01),-12.090164099540369,-77.08156933540663,San Miguel,En construcción,flat,2,61.32,415500.0
ECOBRISA (TIPO X02),-12.090164099540369,-77.08156933540663,San Miguel,En construcción,flat,3,78.84,542500.0
KAIZEN (TIPO 1),-12.0808477,-77.04974519999999,Jesus Maria,En construcción,flat,3,80.0,572000.0
KAIZEN (TIPO 2),-12.0808477,-77.04974519999999,Jesus Maria,En construcción,flat,2,58.05,422500.0
KAIZEN (TIPO 3),-12.0808477,-77.04974519999999,Jesus Maria,En construcción,flat,3,68.42,539000.0
KAIZEN (TIPO E),-12.0808477,-77.04974519999999,Jesus Maria,En construcción,flat,3,76.98,557830.0
KAIZEN (TIPO F),-12.0808477,-77.04974519999999,Jesus Maria,En construcción,duplex,4,149.64,932000.0
Residencial SIENNA (B),-12.0729067,-77.06636259999999,Pueblo Libre,En planos,flat,1,61.97,342000.0
Residencial SIENNA (C),-12.0729067,-77.06636259999999,Pueblo Libre,En planos,flat,1,41.46,298000.0
Residencial SIENNA (D),-12.0729067,-77.06636259999999,Pueblo Libre,En planos,flat,3,70.51,507000.0
Residencial SIENNA (E),-12.0729067,-77.06636259999999,Pueblo Libre,En planos,flat,2,63.15,429000.0
Residencial SIENNA (F),-12.0729067,-77.06636259999999,Pueblo Libre,En planos,flat,1,41.12,296000.0
Residencial SIENNA (X01),-12.0729067,-77.06636259999999,Pueblo Libre,En planos,flat,4,113.16,780000.0
Belalba (A-TIPO 05),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,79.6,486529.0
Belalba (A-TIPO 06),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,79.49,482891.0
Belalba (A-TIPO 07),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,82.23,485780.0
Belalba (A-X01),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,60.84,424469.0
Belalba (A-X02),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,2,67.49,448009.0
Belalba (A-X04),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,2,79.37,526975.0
Belalba (A-X05),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,59.52,415267.0
Belalba (A-X06),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,59.24,413341.0
Belalba (A-X07),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,50.16,355454.0
Belalba (A-X03),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,39.7,282801.0
Belalba (B-TIPO 05),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,54.92,338441.0
Belalba (B-TIPO 06),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,78.37,462026.0
Belalba (B-TIPO 07),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,65.5,391192.0
Belalba (B-X01),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,35.06,244816.0
Belalba (B-X02),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,63.22,428107.0
Belalba (B-X03),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,2,82.53,531790.0
Belalba (B-X04),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,2,65.78,423827.0
Belalba (B-X05),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,62.2,421259.0
Belalba (B-X06),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,58.53,396328.0
Belalba (B-X07),-12.0785636,-77.0576182,Pueblo Libre,En planos,flat,1,48.54,333840.0
Belalba (A-Y05),-12.0785636,-77.0576182,Pueblo Libre,En planos,duplex,1,118.83,807529.0
Belalba (A-Y06),-12.0785636,-77.0576182,Pueblo Libre,En planos,duplex,1,121.46,809990.0
Belalba (A-Y07),-12.0785636,-77.0576182,Pueblo Libre,En planos,duplex,1,111.46,775964.0
Belalba (B-Y05),-12.0785636,-77.0576182,Pueblo Libre,En planos,duplex,1,124.53,828608.0
Belalba (B-Y07),-12.0785636,-77.0576182,Pueblo Libre,En planos,duplex,1,107.04,756169.0
ARNALDO LIVING (TIPO 7),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,3,66.0,434000.0
ARNALDO LIVING (TIPO 6),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,3,65.5,445000.0
ARNALDO LIVING (TIPO 5),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,3,59.5,434000.0
ARNALDO LIVING (TIPO 4),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,1,38.0,279000.0
ARNALDO LIVING (TIPO 2),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,2,53.5,394000.0
ARNALDO LIVING (TIPO 3),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,3,71.5,499000.0
ARNALDO LIVING (TIPO 1),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,3,73.5,514000.0
ARNALDO LIVING (TIPO 103),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,3,99.0,609000.0
ARNALDO LIVING (TIPO 102),-12.0800731,-77.0551196,Jesus Maria,En planos,flat,3,115.5,669000.0
ARNALDO LIVING (TIPO 1),-12.0800731,-77.0551196,Jesus Maria,En planos,duplex,3,154.0,999000.0
Bravo Pueblo Libre (0),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,3,71.6,512000.0
Bravo Pueblo Libre (0c),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,3,75.9,525000.0
Bravo Pueblo Libre (A),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,3,84.0,585000.0
Bravo Pueblo Libre (B),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,3,73.9,479000.0
Bravo Pueblo Libre (C),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,3,79.8,531000.0
Bravo Pueblo Libre (D),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,2,57.7,375000.0
Bravo Pueblo Libre (E),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,3,72.6,473500.0
Bravo Pueblo Libre (F),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,1,28.0,220200.0
Bravo Pueblo Libre (G),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,1,28.0,225900.0
Bravo Pueblo Libre (H),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,flat,3,78.5,551000.0
Bravo Pueblo Libre (I),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,duplex,1,47.3,330000.0
Bravo Pueblo Libre (B),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,duplex,3,134.7,823000.0
Bravo Pueblo Libre (C),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,duplex,3,149.9,858000.0
Bravo Pueblo Libre (E),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,duplex,3,132.7,808000.0
Bravo Pueblo Libre (F),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,duplex,3,135.9,823000.0
Bravo Pueblo Libre (G),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,duplex,1,124.0,789000.0
Bravo Pueblo Libre (H),-12.07159987543148,-77.05784260004086,Pueblo Libre,En construcción,duplex,2,89.5,599000.0
NUNA (4a),-12.1082176,-77.03357179999999,Miraflores,En construcción,flat,2,91.89,877372.5
NUNA (3),-12.1082176,-77.03357179999999,Miraflores,En construcción,flat,2,83.16,806403.75
NUNA (1a),-12.1082176,-77.03357179999999,Miraflores,En construcción,flat,2,69.53,700455.0
NUNA (4),-12.1082176,-77.03357179999999,Miraflores,En construcción,flat,3,93.58,908966.25
NUNA (6),-12.1082176,-77.03357179999999,Miraflores,En construcción,flat,3,106.76,1090263.75
NUNA (2),-12.1082176,-77.03357179999999,Miraflores,En construcción,flat,2,71.48,751905.0
NUNA (1),-12.1082176,-77.03357179999999,Miraflores,En construcción,flat,2,69.53,729472.5
NUNA (5),-12.1082176,-77.03357179999999,Miraflores,En construcción,duplex,2,93.63,896463.75
Invent Barranco (TIPO 1),-12.139058926854377,-77.02226527399256,Barranco,Entrega inmediata,duplex,3,149.66,1398720.0
Invent Barranco (TIPO 2),-12.139058926854377,-77.02226527399256,Barranco,Entrega inmediata,duplex,2,126.53,1078200.0
Preminenza (101),-12.092518,-77.0364625,San Isidro,En planos,flat,2,66.44,538745.0
Preminenza (102),-12.092518,-77.0364625,San Isidro,En planos,flat,1,38.31,375142.0
Preminenza (103),-12.092518,-77.0364625,San Isidro,En planos,flat,2,66.71,602624.0
Preminenza (X01),-12.092518,-77.0364625,San Isidro,En planos,flat,1,33.07,306769.0
Preminenza (X02),-12.092518,-77.0364625,San Isidro,En planos,flat,2,48.44,400287.0
Preminenza (X03),-12.092518,-77.0364625,San Isidro,En planos,flat,3,66.41,580903.0
Preminenza (X04),-12.092518,-77.0364625,San Isidro,En planos,flat,1,28.92,284299.0
Preminenza (205),-12.092518,-77.0364625,San Isidro,En planos,flat,1,42.01,418691.0
Preminenza (206),-12.092518,-77.0364625,San Isidro,En planos,flat,1,27.85,294357.0
Preminenza (X08),-12.092518,-77.0364625,San Isidro,En planos,flat,3,66.41,589677.0
Preminenza (X09),-12.092518,-77.0364625,San Isidro,En planos,flat,2,48.44,433885.0
Preminenza (X10),-12.092518,-77.0364625,San Isidro,En planos,flat,1,33.41,320251.0
Preminenza (X11),-12.092518,-77.0364625,San Isidro,En planos,flat,2,54.72,491558.0
Preminenza (X12),-12.092518,-77.0364625,San Isidro,En planos,flat,2,54.72,496694.0
Preminenza (X05),-12.092518,-77.0364625,San Isidro,En planos,flat,1,41.95,385949.0
Preminenza (X06),-12.092518,-77.0364625,San Isidro,En planos,flat,1,41.95,385949.0
Preminenza (X07),-12.092518,-77.0364625,San Isidro,En planos,flat,1,28.89,287188.0
Preminenza (Y01),-12.092518,-77.0364625,San Isidro,En planos,duplex,1,68.04,595562.0
Preminenza (Y02),-12.092518,-77.0364625,San Isidro,En planos,duplex,2,100.87,802286.0
Preminenza (Y09),-12.092518,-77.0364625,San Isidro,En planos,duplex,2,100.87,802286.0
Preminenza (Y10),-12.092518,-77.0364625,San Isidro,En planos,duplex,1,68.24,597381.0
Preminenza (Y12),-12.092518,-77.0364625,San Isidro,En planos,duplex,3,106.85,802607.0
Casa Barranco 695 (1),-12.1363904,-77.0197986,Barranco,En construcción,flat,1,40.54,418269.0
Casa Barranco 695 (2),-12.1363904,-77.0197986,Barranco,En construcción,flat,1,40.72,420126.0
Casa Barranco 695 (3),-12.1363904,-77.0197986,Barranco,En construcción,flat,1,47.3,473076.0
Casa Barranco 695 (4),-12.1363904,-77.0197986,Barranco,En construcción,flat,1,41.99,433229.0
Casa Barranco 695 (5),-12.1363904,-77.0197986,Barranco,En construcción,flat,3,81.84,835763.0
Casa Barranco 695 (6),-12.1363904,-77.0197986,Barranco,En construcción,flat,3,89.25,911435.0
DORUÉ (2),-12.108786,-77.0255908,Surquillo,En construcción,flat,1,51.0,448000.0
DORUÉ (3),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,63.5,510000.0
DORUÉ (4),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,62.5,473000.0
DORUÉ (5),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,49.0,428000.0
DORUÉ (8),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,65.0,515000.0
DORUÉ (9),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,66.5,514000.0
DORUÉ (10),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,68.5,516000.0
DORUÉ (1709),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,66.5,514000.0
DORUÉ (1808),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,65.0,499000.0
DORUÉ (1809),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,66.5,498000.0
DORUÉ (1810),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,68.5,500000.0
DORUÉ (1908),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,65.0,499000.0
DORUÉ (1909),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,66.5,498000.0
DORUÉ (1910),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,68.5,500000.0
DORUÉ (2008),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,65.0,499000.0
DORUÉ (2009),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,66.5,498000.0
DORUÉ (2010),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,68.5,500000.0
DORUÉ (2108),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,65.0,499000.0
DORUÉ (2110),-12.108786,-77.0255908,Surquillo,En construcción,flat,2,68.5,500000.0
Artline (Tipo 18),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,1,56.23,504434.0
Artline (Tipo 19),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,2,76.23,648066.0
Artline (Tipo 2),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,1,41.9,477069.0
Artline (Tipo 3),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,1,41.02,482387.0
Artline (Tipo 4),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,1,41.54,488502.0
Artline (Tipo 5),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,1,55.35,571776.0
Artline (Tipo 10),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,2,54.83,595978.0
Artline (Tipo 11),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,2,54.65,588658.0
Artline (Tipo 15),-12.1401007,-77.022128,Barranco,Entrega inmediata,flat,2,57.26,572716.0
Artline (Tipo 20),-12.1401007,-77.022128,Barranco,Entrega inmediata,duplex,2,98.14,877136.0
Artline (Tipo 21),-12.1401007,-77.022128,Barranco,Entrega inmediata,duplex,3,120.1,1029013.0
Artline (Tipo 22),-12.1401007,-77.022128,Barranco,Entrega inmediata,duplex,3,122.46,1001993.0
Artline (Tipo 23),-12.1401007,-77.022128,Barranco,Entrega inmediata,duplex,3,135.58,1131510.0
Artline (Tipo 25),-12.1401007,-77.022128,Barranco,Entrega inmediata,duplex,2,109.15,960058.0
Park San Miguel (104C),-12.084389867821978,-77.07961249358051,San Miguel,Entrega inmediata,flat,2,54.43,373849.0
Park San Miguel (01B),-12.084389867821978,-77.07961249358051,San Miguel,Entrega inmediata,flat,3,67.52,462669.0
Park San Miguel (02B),-12.084389867821978,-77.07961249358051,San Miguel,Entrega inmediata,flat,2,54.13,373849.0
Park San Miguel (02E),-12.084389867821978,-77.07961249358051,San Miguel,Entrega inmediata,flat,3,62.98,430985.0
Park San Miguel (703B),-12.084389867821978,-77.07961249358051,San Miguel,Entrega inmediata,flat,3,67.3,464285.0
Park San Miguel (704C),-12.084389867821978,-77.07961249358051,San Miguel,Entrega inmediata,duplex,3,106.81,730922.0
Alba (301-401),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,1,47.22,412500.0
Alba (TIPO 2),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,2,60.13,506250.0
Alba (303-403),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,2,50.49,435000.0
Alba (304),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,3,77.2,611250.0
Alba (TIPO 5),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,1,48.0,390000.0
Alba (TIPO 1),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,1,43.24,378750.0
Alba (TIPO X02),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,2,60.06,510000.0
Alba (TIPO 3),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,2,51.27,450000.0
Alba (TIPO 4),-12.102899702672667,-77.05780504578036,San Isidro,En planos,flat,3,80.26,641250.0
Eugenio Garzón (X02),-12.0753858,-77.0521314,Jesus Maria,Entrega inmediata,flat,3,76.26,567045.0
Eugenio Garzón (X06),-12.0753858,-77.0521314,Jesus Maria,Entrega inmediata,flat,3,74.68,524251.0
Luxo (X06 A),-12.1047374,-77.0384782,San Isidro,En planos,flat,2,55.2,614504.0
Luxo (X05 A),-12.1047374,-77.0384782,San Isidro,En planos,flat,2,44.71,492671.0
Luxo (X04 A),-12.1047374,-77.0384782,San Isidro,En planos,flat,2,45.19,508330.0
Luxo (X02 A),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,35.89,428017.0
Luxo (X01 A),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,36.73,433830.0
Luxo (101),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,66.86,512707.0
Luxo (102),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,66.07,505203.0
Luxo (104),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,66.91,575118.0
Luxo (105),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,55.41,512851.0
Luxo (X01 B),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,36.73,404291.0
Luxo (X03 B),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,45.27,489349.0
Luxo (X04 B),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,45.19,512851.0
Luxo (X05 B),-12.1047374,-77.0384782,San Isidro,En planos,flat,1,44.71,483299.0
Luxo (X06 B),-12.1047374,-77.0384782,San Isidro,En planos,flat,2,55.2,504526.0
La Fuente 281 (X102),-12.1028277,-77.0566375,San Isidro,En planos,flat,2,150.0,1495125.0
La Fuente 281 (X103),-12.1028277,-77.0566375,San Isidro,En planos,flat,3,220.0,1926375.0
La Fuente 281 (X201),-12.1028277,-77.0566375,San Isidro,En planos,flat,3,131.0,1446375.0
La Fuente 281 (X202),-12.1028277,-77.0566375,San Isidro,En planos,flat,3,131.0,1438875.0
La Fuente 281 (X203),-12.1028277,-77.0566375,San Isidro,En planos,flat,3,131.0,1420125.0
La Fuente 281 (X301),-12.1028277,-77.0566375,San Isidro,En planos,flat,2,115.0,1206375.0
La Fuente 281 (X303),-12.1028277,-77.0566375,San Isidro,En planos,flat,1,86.0,913875.0
La Fuente 281 (X304),-12.1028277,-77.0566375,San Isidro,En planos,flat,1,83.0,921375.0
La Fuente 281 (X101),-12.1028277,-77.0566375,San Isidro,En planos,flat,2,157.0,1480125.0
La Fuente 281 (X403),-12.1028277,-77.0566375,San Isidro,En planos,duplex,2,196.0,1645125.0
La Fuente 281 (X404),-12.1028277,-77.0566375,San Isidro,En planos,duplex,1,164.0,1300125.0
Albamar | O2 (TIPO 1A),-12.1112683,-77.0506109,Miraflores,En planos,flat,2,59.81,494900.0
Albamar | O2 (TIPO 2A),-12.1112683,-77.0506109,Miraflores,En planos,flat,3,82.56,624500.0
Albamar | O2 (TIPO 3A),-12.1112683,-77.0506109,Miraflores,En planos,flat,2,62.03,518800.0
Albamar | O2 (TIPO 4A),-12.1112683,-77.0506109,Miraflores,En planos,flat,3,83.75,675700.0
Albamar | O2 (TIPO 5),-12.1112683,-77.0506109,Miraflores,En planos,flat,3,82.84,684600.0
Albamar | O2 (TIPO 6B),-12.1112683,-77.0506109,Miraflores,En planos,flat,3,94.32,760800.0
Albamar | O2 (TIPO 6A),-12.1112683,-77.0506109,Miraflores,En planos,flat,3,86.88,690300.0
Albamar | O2 (TIPO 7B),-12.1112683,-77.0506109,Miraflores,En planos,flat,2,67.34,542000.0
Albamar | O2 (TIPO 7A),-12.1112683,-77.0506109,Miraflores,En planos,flat,2,60.14,528900.0
Albamar | O2 (TIPO 1C),-12.1112683,-77.0506109,Miraflores,En planos,duplex,2,118.94,936000.0
Boloña 256 (SS 01),-12.1211869,-77.0191803,Miraflores,En planos,flat,2,91.86,656250.0
Boloña 256 (Dpto. 102),-12.1211869,-77.0191803,Miraflores,En planos,flat,2,118.02,675000.0
Boloña 256 (Dpto. 103),-12.1211869,-77.0191803,Miraflores,En planos,flat,3,152.25,843750.0
Boloña 256 (Tipo 02),-12.1211869,-77.0191803,Miraflores,En planos,flat,1,60.01,468750.0
Boloña 256 (Tipo 03),-12.1211869,-77.0191803,Miraflores,En planos,flat,3,110.36,825000.0
