index,latitud,longitud,distrito,etapa,tipo,dormitorios,area,precio
ZENHAUS (Tipo 4),-12.0897795,-77.02657649999999,Lince,Entrega inmediata,flat,3,71.12,531000.0
NUOVA VITA (101),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,2,68.8,529000.0
NUOVA VITA (102),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,79.93,614000.0
NUOVA VITA (103),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,129.05,894000.0
NUOVA VITA (104),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,134.95,924000.0
NUOVA VITA (X01),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,76.13,552000.0
NUOVA VITA (X02),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,2,61.0,472000.0
NUOVA VITA (X03),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,76.84,552000.0
NUOVA VITA (X04),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,70.6,521000.0
NUOVA VITA (X05),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,flat,3,70.6,521000.0
NUOVA VITA (701),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,148.36,999000.0
NUOVA VITA (702),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,131.95,949000.0
NUOVA VITA (703),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,3,147.68,999000.0
NUOVA VITA (704),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,4,135.96,929000.0
NUOVA VITA (705),-12.078970115666072,-77.0451503940812,Jesus Maria,En planos,duplex,4,135.96,929000.0
VITTORIE (TIPO F),-12.1195549,-77.0041086,Surquillo,En construcción,flat,3,70.0,484000.0
VITTORIE (TIPO G),-12.1195549,-77.0041086,Surquillo,En construcción,flat,2,53.0,370000.0
MALVA (1),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,67.0,488077.0
MALVA (2),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,88.12,650054.0
MALVA (3),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,77.7,537486.0
MALVA (6),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,76.78,521804.0
MALVA (7),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,3,78.0,522664.0
MALVA (8),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,66.38,445220.0
MALVA (5B),-12.076928,-77.0549693,Jesus Maria,Entrega inmediata,flat,2,60.33,422341.0
Patio La Paz (A15),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,77.58,378508.0
Patio La Paz (A4),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,75.28,398708.0
Patio La Paz (A7),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,68.83,363004.0
Patio La Paz (A7A),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,3,86.2,412565.0
Patio La Paz (A9),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,1,40.21,248292.0
Patio La Paz (B11),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,58.82,301858.0
Patio La Paz (B5),-12.079547136588465,-77.10609539017598,San Miguel,En planos,flat,2,57.19,306028.0
Sevilla (4),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.04,627231.0
Sevilla (5),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,2,82.5,782582.0
Sevilla (6),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.11,743557.0
Sevilla (2),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,1,60.25,603177.0
Sevilla (12),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,flat,3,147.87,1073257.0
Sevilla (14),-12.106246107262274,-77.03081131426016,Miraflores,Entrega inmediata,duplex,2,84.45,801793.0
SUMA LOS GERANIOS 124 (TIPO 3 FAMILY),-12.0908465,-77.0292675,Lince,En planos,flat,2,69.88,584803.0
SUMA LOS GERANIOS 124 (TIPO 2: DUO),-12.0908465,-77.0292675,Lince,En planos,flat,1,46.65,384863.0
SUMA LOS GERANIOS 124 (TIPO 1:SINGLE),-12.0908465,-77.0292675,Lince,En planos,flat,1,45.35,355431.0
Brezzo Chariarse 885 (DUPLEX 3),-12.12737784085293,-77.01825836016292,Miraflores,Entrega inmediata,duplex,3,218.91,1492900.0
Liv 385 (Tipo 1),-12.12495086848081,-77.02245205033186,Miraflores,Entrega inmediata,flat,3,208.43,1262505.0
Liv 385 (Tipo 3),-12.12495086848081,-77.02245205033186,Miraflores,Entrega inmediata,flat,3,140.36,1026716.25
Villamar 131 (1D - 08),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,1,43.45,266901.0
Villamar 131 (1D - 01),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,1,45.43,220177.0
Villamar 131 (3D - 07),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,71.67,479026.0
Villamar 131 (3D - 03),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,72.12,398000.0
Villamar 131 (3D - 14),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,flat,3,79.52,545914.0
Villamar 131 (DÚPLEX 9),-12.081937885215352,-77.10400013326037,San Miguel,Entrega inmediata,duplex,3,155.19,878936.0
GALLERY (TIPO 1),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,3,118.18,959887.0
GALLERY (TIPO 11),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,3,90.69,726653.0
GALLERY (TIPO 3),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,2,97.37,876363.0
GALLERY (TIPO 4),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,2,151.15,984420.0
GALLERY (TIPO 5),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,109.16,680741.0
GALLERY (TIPO 6),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,73.82,583538.0
GALLERY (TIPO 7),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,72.63,597891.0
GALLERY (TIPO 8),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,flat,1,71.52,596604.0
GALLERY (TIPO DUPLEX 5),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,duplex,1,120.69,828067.0
GALLERY (TIPO DUPLEX 7),-12.0953578,-77.0536753,San Isidro,Entrega inmediata,duplex,1,144.94,904045.0
SB NORTE 1189 (TIPO 1),-12.093442,-76.9926012,San Borja,Entrega inmediata,flat,3,96.92,829900.0
SB NORTE 1189 (TIPO 2),-12.093442,-76.9926012,San Borja,Entrega inmediata,flat,3,97.44,860152.0
Escallonia (ESC-102),-12.0841535,-77.0496504,Jesus Maria,En construcción,flat,3,54.91,413046.0
Escallonia (ESC-805),-12.0841535,-77.0496504,Jesus Maria,En construcción,duplex,2,122.21,841235.0
SANTORIN (TIPO 5),-12.1225475,-77.0239038,Miraflores,Entrega inmediata,flat,2,81.0,690000.0
SANTORIN (TIPO 4C),-12.1225475,-77.0239038,Miraflores,Entrega inmediata,duplex,2,118.0,930000.0
SIENA (6),-12.0896074,-77.04695,Lince,Entrega inmediata,flat,2,95.03,823198.0
La Paz 742 (Torre B Flat 104),-12.125733337745602,-77.02700591773834,Miraflores,Entrega inmediata,flat,2,102.0,879750.0
La Paz 742 (Torre A Dúplex 504),-12.125733337745602,-77.02700591773834,Miraflores,Entrega inmediata,duplex,2,84.0,724500.0
MALECÓN BUENOS AIRES (1),-12.1289619,-77.0340605,Miraflores,Entrega inmediata,flat,3,122.0,1256250.0
Los Bambúes 125 (TIPO A),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,flat,1,44.0,266000.0
Los Bambúes 125 (TIPO B),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,flat,2,59.0,365000.0
Los Bambúes 125 (TIPO C),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,duplex,3,77.0,468000.0
Los Bambúes 125 (TIPO D),-12.075326942193248,-77.07395068908144,Pueblo Libre,En planos,duplex,3,97.0,596600.0
Anturio (ANT SS01),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,132.43,1285818.75
Anturio (ANT SS02),-12.0904655,-77.03665360000001,Lince,En construcción,flat,1,78.94,658511.25
Anturio (ANT SS03),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,131.8,1150593.75
Anturio (ANT 101),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,103.9,1080693.75
Anturio (ANT 102),-12.0904655,-77.03665360000001,Lince,En construcción,flat,1,70.5,763721.25
Anturio (ANT X3),-12.0904655,-77.03665360000001,Lince,En construcción,flat,2,79.62,821287.5
Anturio (ANT X4),-12.0904655,-77.03665360000001,Lince,En construcción,flat,2,80.09,825633.75
Anturio (ANT X01A),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,104.89,1083630.0
Anturio (ANT X01B),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,104.57,1081560.0
Anturio (ANT X02B),-12.0904655,-77.03665360000001,Lince,En construcción,flat,3,104.81,1083870.0
Anturio (ANT 701),-12.0904655,-77.03665360000001,Lince,En construcción,duplex,3,198.47,1887333.75
Anturio (ANT 702),-12.0904655,-77.03665360000001,Lince,En construcción,duplex,3,198.9,1890123.75
MAR D´AMALFI (A 1),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,183.3,1282500.0
MAR D´AMALFI (A 2),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,158.6,1100812.5
MAR D´AMALFI (A 3),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,126.1,1033125.0
MAR D´AMALFI (A 4),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,127.9,1111500.0
MAR D´AMALFI (A 5),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,83.4,673312.5
MAR D´AMALFI (B 1),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,133.3,1161375.0
MAR D´AMALFI (B 2),-12.1216006,-77.0205299,Miraflores,En construcción,flat,3,131.1,1140000.0
MAR D´AMALFI (B 3),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,92.0,765937.5
MAR D´AMALFI (B 4),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,89.3,744562.5
MAR D´AMALFI (C 1),-12.1216006,-77.0205299,Miraflores,En construcción,flat,2,90.2,762375.0
MAR D´AMALFI (C2),-12.1216006,-77.0205299,Miraflores,En construcción,flat,1,93.3,790875.0
MAR D´AMALFI (E 1),-12.1216006,-77.0205299,Miraflores,En construcción,duplex,3,185.1,1458750.0
MAR D´AMALFI (E 4),-12.1216006,-77.0205299,Miraflores,En construcción,duplex,3,236.2,1571062.5
MAR D´AMALFI (E 5),-12.1216006,-77.0205299,Miraflores,En construcción,duplex,3,218.5,1485562.5
La Foret - San Felipe (LF-2-X10B),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,3,73.3,524157.0
La Foret - San Felipe (LF-1-X07),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,65.52,460601.0
La Foret - San Felipe (LF-2-X01),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,67.26,478297.0
La Foret - San Felipe (LF-2-X04),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,56.96,399348.0
La Foret - San Felipe (LF-2-X05),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,1,42.3,305008.0
La Foret - San Felipe (LF-2-X06),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,1,43.83,320400.0
La Foret - San Felipe (LF-2-X07),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,1,43.95,319981.0
La Foret - San Felipe (LF-2-X10A),-12.082678,-77.0500825,Jesus Maria,En construcción,flat,2,58.86,418509.0
La Foret - San Felipe (LF-1-AZ02),-12.082678,-77.0500825,Jesus Maria,En construcción,duplex,2,81.55,543109.0
Contisuyo (X01),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,3,77.0,504000.0
Contisuyo (X02),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,3,85.0,548000.0
Contisuyo (X03),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,2,60.0,393000.0
Contisuyo (X04),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,flat,3,69.0,423000.0
Contisuyo (XD803),-12.071500205312542,-77.09717999859889,San Miguel,En construcción,duplex,3,121.75,641000.0
Zircon (Tipo 101),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,51.69,449414.0
Zircon (Tipo 102),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,58.31,506970.0
Zircon (Tipo 8),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,72.64,531638.0
Zircon (Tipo 9),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,72.7,549176.0
Zircon (Tipo 105),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,51.1,444284.0
Zircon (Tipo 201),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,50.35,445799.0
Zircon (Tipo 2),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,77.52,620780.0
Zircon (Tipo 3),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,77.64,615530.0
Zircon (Tipo 4),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,70.38,501190.0
Zircon (Tipo 5),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,50.04,371557.0
Zircon (Tipo 6),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,51.22,380319.0
Zircon (Tipo 7),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,58.31,433407.0
Zircon (Tipo 10),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,50.49,373363.0
Zircon (Tipo 11),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,70.12,497207.0
Zircon (Tipo 1),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,3,78.94,632152.0
Zircon (Tipo 9B),-12.0708776,-77.04226390000001,Jesus Maria,En planos,flat,2,56.95,423298.0
Zircon (Tipo 2201),-12.0708776,-77.04226390000001,Jesus Maria,En planos,duplex,3,105.9,730999.0
Zircon (Tipo 2202),-12.0708776,-77.04226390000001,Jesus Maria,En planos,duplex,3,104.21,718550.0
Zircon (Tipo 2203),-12.0708776,-77.04226390000001,Jesus Maria,En planos,duplex,3,104.1,718779.0
ALBORADA (A1),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,2,64.2,334000.0
ALBORADA (A2),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,3,76.6,458290.0
ALBORADA (A3),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,2,81.0,456650.0
ALBORADA (A4),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,3,76.0,391080.0
ALBORADA (A5),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,2,73.5,357000.0
ALBORADA (A6),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,1,51.2,269000.0
ALBORADA (A7),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,2,61.5,320500.0
ALBORADA (A8),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,3,71.8,384051.0
ALBORADA (B2),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,1,43.8,280380.0
ALBORADA (B3),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,1,58.0,347000.0
ALBORADA (B4),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,3,67.5,408000.0
ALBORADA (B5),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,3,65.5,402940.0
ALBORADA (B6),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,2,54.5,340400.0
ALBORADA (A9),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,2,61.5,320500.0
ALBORADA (B9),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,flat,3,96.5,464000.0
ALBORADA (A2),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,duplex,2,87.0,425000.0
ALBORADA (A3),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,duplex,2,89.0,439900.0
ALBORADA (A4),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,duplex,2,96.6,475300.0
ALBORADA (A5),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,duplex,2,85.8,427400.0
ALBORADA (A6),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,duplex,1,101.8,490800.0
ALBORADA (B2),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,duplex,2,104.1,482500.0
ALBORADA (B10),-12.085133683930286,-77.09409531208384,San Miguel,Entrega inmediata,duplex,2,71.8,349500.0
VIA FERNANDINI (X01),-12.0709645,-77.0520516,Pueblo Libre,En construcción,flat,3,77.75,552350.0
VIA FERNANDINI (X03),-12.0709645,-77.0520516,Pueblo Libre,En construcción,flat,3,75.25,507280.0
VIA FERNANDINI (X06),-12.0709645,-77.0520516,Pueblo Libre,En construcción,flat,1,55.0,358600.0
VIA FERNANDINI (XD02),-12.0709645,-77.0520516,Pueblo Libre,En construcción,duplex,1,53.25,354000.0
RESIDENCIAL LOBO (TIPO 1-A),-12.106591,-76.9846506,San Borja,En planos,flat,3,197.34,1178115.0
RESIDENCIAL LOBO (TIPO 1-B),-12.106591,-76.9846506,San Borja,En planos,flat,3,162.3,1067955.0
RESIDENCIAL LOBO (TIPO 1-C),-12.106591,-76.9846506,San Borja,En planos,flat,4,178.1,1093698.75
RESIDENCIAL LOBO (TIPO 2),-12.106591,-76.9846506,San Borja,En planos,flat,2,101.18,828663.75
RESIDENCIAL LOBO (TIPO 3),-12.106591,-76.9846506,San Borja,En planos,flat,3,118.75,972562.5
RESIDENCIAL LOBO (TIPO 4),-12.106591,-76.9846506,San Borja,En planos,flat,3,120.15,984030.0
RESIDENCIAL LOBO (TIPO 5),-12.106591,-76.9846506,San Borja,En planos,flat,4,119.75,980752.5
RESIDENCIAL LOBO (TIPO 6),-12.106591,-76.9846506,San Borja,En planos,flat,4,119.68,980178.75
RESIDENCIAL LOBO (TIPO 7),-12.106591,-76.9846506,San Borja,En planos,flat,3,119.44,978213.75
RESIDENCIAL LOBO (TIPO 9),-12.106591,-76.9846506,San Borja,En planos,flat,4,120.48,986730.0
RESIDENCIAL LOBO (TIPO 10),-12.106591,-76.9846506,San Borja,En planos,flat,4,119.58,979361.25
RESIDENCIAL LOBO (TIPO 13),-12.106591,-76.9846506,San Borja,En planos,flat,4,118.65,971745.0
RESIDENCIAL LOBO (TIPO 14),-12.106591,-76.9846506,San Borja,En planos,flat,4,119.68,980178.75
RESIDENCIAL LOBO (TIPO 16),-12.106591,-76.9846506,San Borja,En planos,flat,3,121.75,997132.5
RESIDENCIAL LOBO (TIPO 17),-12.106591,-76.9846506,San Borja,En planos,flat,4,120.5,986895.0
RESIDENCIAL LOBO (TIPO 18-A),-12.106591,-76.9846506,San Borja,En planos,duplex,3,142.63,1041630.0
RESIDENCIAL LOBO (TIPO 18-B),-12.106591,-76.9846506,San Borja,En planos,duplex,3,214.7,1273327.5
RESIDENCIAL LOBO (TIPO 18-C),-12.106591,-76.9846506,San Borja,En planos,duplex,3,172.37,1117087.5
RESIDENCIAL LOBO (TIPO 18-D),-12.106591,-76.9846506,San Borja,En planos,duplex,3,185.34,1194266.25
RESIDENCIAL LOBO (TIPO 18-E),-12.106591,-76.9846506,San Borja,En planos,duplex,3,191.5,1189462.5
GARDEN 110 (TIPO 4),-12.07761511617663,-77.10351902546616,San Miguel,En construcción,flat,2,68.5,451460.0
GARDEN 110 (TIPO 5),-12.07761511617663,-77.10351902546616,San Miguel,En construcción,flat,2,61.0,394647.0
GARDEN 110 (TIPO 6),-12.07761511617663,-77.10351902546616,San Miguel,En construcción,flat,3,94.0,610000.0
RESIDENCIAL ORION (102),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,2,64.71,508059.0
RESIDENCIAL ORION (103),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,3,93.02,655426.0
RESIDENCIAL ORION (105),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,3,110.78,759179.0
RESIDENCIAL ORION (x01),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,3,82.66,605420.0
RESIDENCIAL ORION (x02),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,2,62.87,456577.0
RESIDENCIAL ORION (x03),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,3,82.13,601163.0
RESIDENCIAL ORION (x04),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,3,80.62,578510.0
RESIDENCIAL ORION (x05),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,3,86.1,618521.0
RESIDENCIAL ORION (x06),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,3,82.37,591206.0
RESIDENCIAL ORION (808),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,1,40.81,282510.0
RESIDENCIAL ORION (810),-12.0743317,-77.04613909999999,Jesus Maria,En planos,flat,2,65.3,461601.0
RESIDENCIAL ORION (801),-12.0743317,-77.04613909999999,Jesus Maria,En planos,duplex,2,74.84,481960.0
RESIDENCIAL ORION (802),-12.0743317,-77.04613909999999,Jesus Maria,En planos,duplex,2,82.93,544965.0
RESIDENCIAL ORION (804),-12.0743317,-77.04613909999999,Jesus Maria,En planos,duplex,2,77.92,494934.0
RESIDENCIAL ORION (805),-12.0743317,-77.04613909999999,Jesus Maria,En planos,duplex,2,81.99,531795.0
RESIDENCIAL ORION (806),-12.0743317,-77.04613909999999,Jesus Maria,En planos,duplex,2,81.27,525045.0
RESIDENCIAL ORION (807),-12.0743317,-77.04613909999999,Jesus Maria,En planos,duplex,2,83.09,539289.0
RESIDENCIAL ORION (809),-12.0743317,-77.04613909999999,Jesus Maria,En planos,duplex,2,78.74,491503.0
28 DE JULIO 1365 (Tipo X01),-12.130013813329825,-77.01913619093831,Miraflores,En construcción,flat,3,117.9,946875.0
28 DE JULIO 1365 (Tipo X02),-12.130013813329825,-77.01913619093831,Miraflores,En construcción,flat,3,88.61,750000.0
Ambar (TIPO 7),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,1,44.25,326055.0
Ambar (TIPO 8),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,1,42.0,335278.0
Ambar (TIPO 10),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,2,64.5,458777.0
Ambar (TIPO 2),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,82.0,609526.0
Ambar (TIPO 3),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,82.5,637372.0
Ambar (TIPO 4),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,76.0,533715.0
Ambar (TIPO 5),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,75.0,525465.0
Ambar (TIPO 6),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,78.5,535865.0
Ambar (TIPO 3B),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,82.25,635709.0
Ambar (TIPO 1E),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,87.5,642060.0
Ambar (TIPO 3E),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,81.5,608369.0
Ambar (TIPO 3F),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,81.5,598509.0
Ambar (TIPO 4B),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,84.5,582196.0
Ambar (TIPO 5B),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,2,66.7,500275.0
Ambar (TIPO 7 B),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,1,50.67,371896.0
Ambar (TIPO 1F),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,87.5,631475.0
Ambar (TIPO 5C),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,1,55.5,412862.0
Ambar (TIPO 7C),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,1,54.0,389295.0
Ambar (TIPO 2B),-12.0813709,-77.0587166,Jesus Maria,En construcción,flat,3,81.0,601413.0
TOMMY (TIPO 1A),-12.1214562,-77.00655990000001,Miraflores,En planos,flat,3,78.62,584250.0
TOMMY (TIPO 2A),-12.1214562,-77.00655990000001,Miraflores,En planos,flat,3,78.62,584250.0
TOMMY (TIPO 2B),-12.1214562,-77.00655990000001,Miraflores,En planos,flat,3,80.94,589000.0
TOMMY (TIPO 1B),-12.1214562,-77.00655990000001,Miraflores,En planos,flat,3,80.94,595650.0
TOMMY (TIPO 3),-12.1214562,-77.00655990000001,Miraflores,En planos,duplex,2,72.74,496689.0
TOMMY (D1301),-12.1214562,-77.00655990000001,Miraflores,En planos,duplex,3,155.12,934800.0
TOMMY (D1302),-12.1214562,-77.00655990000001,Miraflores,En planos,duplex,3,157.34,939550.0
Residencial Treviso (A),-12.077940217603077,-77.09625910256581,San Miguel,Entrega inmediata,flat,3,68.85,470000.0
Residencial Treviso (B),-12.077940217603077,-77.09625910256581,San Miguel,Entrega inmediata,flat,2,60.0,418000.0
Gracia (Tipo X01-A),-12.1277055,-77.0075267,Miraflores,En planos,flat,2,112.43,855572.0
Gracia (Tipo 2),-12.1277055,-77.0075267,Miraflores,En planos,flat,2,131.12,1062831.0
Gracia (Tipo 3),-12.1277055,-77.0075267,Miraflores,En planos,flat,1,85.62,683944.0
Gracia (Tipo 4),-12.1277055,-77.0075267,Miraflores,En planos,flat,1,94.33,737765.0
Gracia (Tipo X01-B),-12.1277055,-77.0075267,Miraflores,En planos,flat,2,112.43,883927.0
Gracia (Tipo X02),-12.1277055,-77.0075267,Miraflores,En planos,flat,2,117.47,897837.0
Gracia (Tipo X03),-12.1277055,-77.0075267,Miraflores,En planos,flat,1,73.85,633654.0
Gracia (Tipo X04),-12.1277055,-77.0075267,Miraflores,En planos,flat,1,75.76,530399.0
Gracia (Tipo X01-C),-12.1277055,-77.0075267,Miraflores,En planos,flat,2,112.43,855572.0
Gracia (Tipo Y01),-12.1277055,-77.0075267,Miraflores,En planos,duplex,2,112.43,1516297.0
Gracia (Tipo Y02),-12.1277055,-77.0075267,Miraflores,En planos,duplex,2,117.5,1571509.0
Gracia (Tipo Y03),-12.1277055,-77.0075267,Miraflores,En planos,duplex,1,73.53,967708.0
Bertolotto - Etapa I (4),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,71.87,444827.0
Bertolotto - Etapa I (2),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,87.08,589324.0
Bertolotto - Etapa I (3),-12.0915197,-77.0828203,San Miguel,Entrega inmediata,flat,3,66.5,416046.0
Bertolotto - Etapa IV (5),-12.0915197,-77.0828203,San Miguel,En construcción,flat,1,35.78,239169.0
Bertolotto - Etapa IV (7),-12.0915197,-77.0828203,San Miguel,En construcción,flat,2,46.11,314336.0
Bertolotto - Etapa IV (8),-12.0915197,-77.0828203,San Miguel,En construcción,flat,1,35.82,253908.0
Bertolotto - Etapa IV (9),-12.0915197,-77.0828203,San Miguel,En construcción,flat,2,53.42,419233.0
Bertolotto - Etapa IV (11),-12.0915197,-77.0828203,San Miguel,En construcción,flat,1,33.71,257382.0
