link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,areas_comunes,tipo,dormitorios,area,precio
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-5-a-mas-dormitorios-143229022,sin referencia,-12.113844989932497,-77.048924234393311,No especificada,"Miraflores, Lima",sin estado,sin fecha_entrega,"['Características generales\nServicios\nAmbientes\nExteriores', 'Terraza\nCuartos de servicio\nSeguridad\nCerca a colegios\nMascotas\nVista al Mar\nNúmero de pisos : 2\nRecepción\nAv. acceso asfaltada\nFrente al mar (primera fila)\nWalk in closet']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.72"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.71"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-aurora-miraflores-2-dormitorios-144206337,sin referencia,-12.116740000000000,-77.012108499999996,No especificada,"Aurora, Miraflores",sin estado,sin fecha_entrega,"['Características generales\nServicios', 'Ascensor : 1\nTerraza\nCuartos de servicio\nMascotas\nNúmero de pisos : 4']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.72"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.71"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-surquillo-lima-2-dormitorios-141796358,sin referencia,-12.118097768602300,-77.022563330549630,No especificada,"Surquillo, Lima",sin estado,sin fecha_entrega,"['Características generales\nServicios', 'Ascensor : 1\nCentros Comerciales Cercanos']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.72"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.71"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-san-isidro-lima-3-dormitorios-142421771,sin referencia,-12.103269800000000,-77.044883700000000,No especificada,"San Isidro, Lima",sin estado,sin fecha_entrega,"['Características generales\nServicios\nAmbientes', 'Ascensor : 1\nJardín(es)\nTerraza\nBaño de servicio : 1\nCuartos de servicio\nSeguridad\nPiso en el que se encuentra : 14\nDuplex\nWalk in closet\nTipo de Cochera : Paralelas\nCocina']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.72"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.71"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-corpac-san-isidro-4-dormitorios-141652388,sin referencia,-12.103836500000000,-77.015007599999990,No especificada,"Corpac, San Isidro",sin estado,sin fecha_entrega,"['Características generales\nServicios\nAmbientes\nExteriores', 'Ascensor : 1\nBaño de servicio : 1\nCuartos de servicio\nAcabados de Lujo\nSeguridad\nCentros Comerciales Cercanos\nCerca a colegios\nReposteros en cocina\nNúmero de departamentos : 17\nIntercomunicador\nNúmero de pisos : 7\nRecepción\nCerca a Parque (a menos de 2 cdras)\nWalk in closet\nCocina\nSistema contra incendios : Splinker']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.72"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.71"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-los-rosales-santiago-de-surco-3-dormitorios-66412771,sin referencia,-12.125021800000000,-76.996520400000000,No especificada,"Los Rosales, Santiago de Surco",sin estado,sin fecha_entrega,"['Características generales\nServicios\nAmbientes\nExteriores', 'Ascensor : 1\nCaseta de guardia\nPortero Eléctrico\nTerraza\nBaño de servicio : 1\nCuartos de servicio\nAcabados de Lujo\nSeguridad\nCentros Comerciales Cercanos\nCerca a colegios\nMascotas\nReposteros en cocina\nPiso en el que se encuentra : 1\nNúmero de departamentos : 9\nIntercomunicador\nNúmero de pisos : 5\nRecepción\nCerca a Parque (a menos de 2 cdras)\nCloset\nWalk in closet\nVista Parque\nFrente a Parque\nTipo de Cochera : Paralelas\nSistema contra incendios : Splinker']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.72"")>","<selenium.webdriver.remote.webelement.WebElement (session=""e53a737bf9d50ade036822332931e652"", element=""f.C9FF120FA90D2DB2688D31C5D303C9FE.d.4C7875F935AE9D35500A0AEB9D7009CF.e.71"")>"
https://urbania.pe/inmueble/proyecto/ememefin-proyecto-dorue-lima-surquillo-desarrolladora-del-pacifico-4506289,DESARROLLADORA DEL PACÍFICO,-12.108786000000000,-77.025590800000000,"Av. Domingo Orué 230, Surquillo, Lima","Surquillo, Lima",En construcción,4° trimestre 2025,"['Frente a Parque\nArea de lavandería\nGimnasio\nJuegos infantiles', 'Ver más']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""dda0e645f28eaeff0cef4163c1b95b69"", element=""f.542A136F1D9334D0D908C4C1290BDCFF.d.A688FD384891A4538562130D7F124206.e.73"")>","<selenium.webdriver.remote.webelement.WebElement (session=""dda0e645f28eaeff0cef4163c1b95b69"", element=""f.542A136F1D9334D0D908C4C1290BDCFF.d.A688FD384891A4538562130D7F124206.e.71"")>","<selenium.webdriver.remote.webelement.WebElement (session=""dda0e645f28eaeff0cef4163c1b95b69"", element=""f.542A136F1D9334D0D908C4C1290BDCFF.d.A688FD384891A4538562130D7F124206.e.70"")>"
https://urbania.pe/inmueble/proyecto/ememhvin-proyecto-marsano-2670-miraflores-alexander-von-humboldt-tale-inmobiliaria-4017783,Tale Inmobiliaria,-12.126598600000000,-77.003076700000000,"Av. Tomas Marsano 2670, Alexander Von Humboldt, Miraflores","Alexander Von Humboldt, Miraflores",Entrega inmediata,Inmediata,"['Ascensor\nPiscina\nParrilla', 'Número de pisos: 13', 'Ver más']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""7bb28221a4d4278c79bc9f3b5f975709"", element=""f.4D8AAA37983B954252BFFF5E07CAD8E7.d.B1061AE728429A3AE85B1C1446359FE8.e.103"")>","<selenium.webdriver.remote.webelement.WebElement (session=""7bb28221a4d4278c79bc9f3b5f975709"", element=""f.4D8AAA37983B954252BFFF5E07CAD8E7.d.B1061AE728429A3AE85B1C1446359FE8.e.101"")>","<selenium.webdriver.remote.webelement.WebElement (session=""7bb28221a4d4278c79bc9f3b5f975709"", element=""f.4D8AAA37983B954252BFFF5E07CAD8E7.d.B1061AE728429A3AE85B1C1446359FE8.e.100"")>"
https://urbania.pe/inmueble/proyecto/ememefin-proyecto-valenti-lima-pueblo-libre-barqueros-grupo-constructor-66155929,BARQUEROS GRUPO CONSTRUCTOR,-12.069435400000000,-77.067941500000000,"america 260 pueblo libre, Pueblo Libre, Lima","Pueblo Libre, Lima",En construcción,Inmediata,"['Ascensor\nFrente a Parque\nGimnasio\nJuegos infantiles', 'Ver más']",duplex,"<selenium.webdriver.remote.webelement.WebElement (session=""78d923c3348f06858f84fe5eecef3b4b"", element=""f.F64177954B608AC7E11492873A18B425.d.B378D376607DACA5A059A873D6297655.e.7"")>","<selenium.webdriver.remote.webelement.WebElement (session=""78d923c3348f06858f84fe5eecef3b4b"", element=""f.F64177954B608AC7E11492873A18B425.d.B378D376607DACA5A059A873D6297655.e.66"")>","<selenium.webdriver.remote.webelement.WebElement (session=""78d923c3348f06858f84fe5eecef3b4b"", element=""f.F64177954B608AC7E11492873A18B425.d.B378D376607DACA5A059A873D6297655.e.65"")>"
https://urbania.pe/inmueble/proyecto/ememvein-proyecto-distrito-34-lima-surquillo-grupo-lar-143420488,GRUPO LAR,-12.104030700000000,-77.018451700000000,"av republica de panama 4077, Surquillo, Lima","Surquillo, Lima",En planos,Diciembre 2025,"['Areas verdes', 'Número de pisos: 20']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""d4d3f5708a15936c291a4551e404d7cc"", element=""f.168C0C06EA1417C50782AD68E37BD594.d.E0E8EFA49F11CC989598B6B65DDC6634.e.64"")>","<selenium.webdriver.remote.webelement.WebElement (session=""d4d3f5708a15936c291a4551e404d7cc"", element=""f.168C0C06EA1417C50782AD68E37BD594.d.E0E8EFA49F11CC989598B6B65DDC6634.e.62"")>","<selenium.webdriver.remote.webelement.WebElement (session=""d4d3f5708a15936c291a4551e404d7cc"", element=""f.168C0C06EA1417C50782AD68E37BD594.d.E0E8EFA49F11CC989598B6B65DDC6634.e.61"")>"
https://urbania.pe/inmueble/proyecto/ememvein-proyecto-preminenza-lima-san-isidro-urbana-peru-91157210,URBANA PERU,-12.092518000000000,-77.036462500000000,"Avenida Javier Prado Oeste - , San Isidro, Lima","San Isidro, Lima",En planos,Julio 2026,[],flat,"<selenium.webdriver.remote.webelement.WebElement (session=""85fa457afe455f486f5cc94455942594"", element=""f.043904D0CCFB7E40D018C286F67A6F88.d.16154F6A398636AEBDB87EBF3C9869E1.e.7"")>","<selenium.webdriver.remote.webelement.WebElement (session=""85fa457afe455f486f5cc94455942594"", element=""f.043904D0CCFB7E40D018C286F67A6F88.d.16154F6A398636AEBDB87EBF3C9869E1.e.71"")>","<selenium.webdriver.remote.webelement.WebElement (session=""85fa457afe455f486f5cc94455942594"", element=""f.043904D0CCFB7E40D018C286F67A6F88.d.16154F6A398636AEBDB87EBF3C9869E1.e.70"")>"
https://urbania.pe/inmueble/proyecto/ememvein-proyecto-eco-style-lima-magdalena-eco-style-144011292,ECO STYLE,-12.094644100000000,-77.055970700000000,"Av. Javier Prado Oeste , Magdalena, Lima","Magdalena, Lima",En construcción,Diciembre 2025,[],flat,"<selenium.webdriver.remote.webelement.WebElement (session=""c89872ce1eefa1e09db429f0ac486b84"", element=""f.89FCF73993D48FDC285A4C4B47CB26D3.d.8FE4A0B2B6E1A2664129033B18C7F06D.e.91"")>","<selenium.webdriver.remote.webelement.WebElement (session=""c89872ce1eefa1e09db429f0ac486b84"", element=""f.89FCF73993D48FDC285A4C4B47CB26D3.d.8FE4A0B2B6E1A2664129033B18C7F06D.e.89"")>","<selenium.webdriver.remote.webelement.WebElement (session=""c89872ce1eefa1e09db429f0ac486b84"", element=""f.89FCF73993D48FDC285A4C4B47CB26D3.d.8FE4A0B2B6E1A2664129033B18C7F06D.e.88"")>"
https://urbania.pe/inmueble/proyecto/ememefin-proyecto-aster-reducto-lima-miraflores-aster-homes-143405508,Aster Homes,-12.133730000000000,-77.023161800000000,"Av. Reducto 1505, Miraflores, Lima","Miraflores, Lima",En planos,Diciembre 2026,"['Ascensor\nGimnasio\nJuegos infantiles\nParrilla', 'Ver más']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""bbecb811fcbb4489fa065555a354d1c4"", element=""f.B9B940D300DBD0AD88E159BE4F888983.d.985EE6CF14829E2A1D805CBDB188A43E.e.69"")>","<selenium.webdriver.remote.webelement.WebElement (session=""d967e306bf044555d96617a1be21af41"", element=""f.672CD50A01CEB9FD8BADE6A942827A09.d.C04A1A0C186F008F614109DD2342DDB1.e.92"")>","<selenium.webdriver.remote.webelement.WebElement (session=""d967e306bf044555d96617a1be21af41"", element=""f.672CD50A01CEB9FD8BADE6A942827A09.d.C04A1A0C186F008F614109DD2342DDB1.e.91"")>"
https://urbania.pe/inmueble/proyecto/ememefin-proyecto-acacias-263-miraflores-malecon-armendariz-grupo-gobesa-143588861,GRUPO GOBESA,-12.134813300000000,-77.026514300000000,"Ca. Las Acacias 263, Malecon Armendariz, Miraflores","Malecon Armendariz, Miraflores",En construcción,3° trimestre 2025,"['Ascensor\nParrilla\nAreas verdes', 'Centros Comerciales Cercanos', 'Ver más']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""6990230be0a2b36bca99345c9e6c7c5d"", element=""f.1A5773CD4863A68D4AE044DC3D80DE88.d.066C59CE8598D506CFEF994F4526A202.e.79"")>","<selenium.webdriver.remote.webelement.WebElement (session=""6990230be0a2b36bca99345c9e6c7c5d"", element=""f.1A5773CD4863A68D4AE044DC3D80DE88.d.066C59CE8598D506CFEF994F4526A202.e.77"")>","<selenium.webdriver.remote.webelement.WebElement (session=""6990230be0a2b36bca99345c9e6c7c5d"", element=""f.1A5773CD4863A68D4AE044DC3D80DE88.d.066C59CE8598D506CFEF994F4526A202.e.76"")>"
https://urbania.pe/inmueble/proyecto/ememvein-proyecto-lanzamiento-look-and-feel-2-lima-santiago-de-surco-grupo-tyc-90732278,GRUPO TYC,-12.102654400000000,-76.970519100000000,"Av. Encalada . Surco , Santiago de Surco, Lima","Santiago de Surco, Lima",En planos,Marzo 2026,['Número de pisos: 16\nCerca a Parque (a menos de 2 cdras)'],flat,"<selenium.webdriver.remote.webelement.WebElement (session=""ec89e4c46e883a6e35fbe34d90ac2152"", element=""f.96D010F6D665FB8804530B9554E31764.d.E74E796153D957AB69393ED2D6BB022B.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""ec89e4c46e883a6e35fbe34d90ac2152"", element=""f.96D010F6D665FB8804530B9554E31764.d.E74E796153D957AB69393ED2D6BB022B.e.72"")>","<selenium.webdriver.remote.webelement.WebElement (session=""ec89e4c46e883a6e35fbe34d90ac2152"", element=""f.96D010F6D665FB8804530B9554E31764.d.E74E796153D957AB69393ED2D6BB022B.e.71"")>"
https://urbania.pe/inmueble/proyecto/ememvein-proyecto-edificio-orizzon-2-vive-conectado-a-todo-en-magdalena-pronta-entrega-magdalena-oyague-vita-in-inmobiliaria-64415011,VITA IN INMOBILIARIA,-12.094921300000000,-77.068243200000000,"Jirón Daniel Carrión 110, Oyague, Magdalena","Oyague, Magdalena",En construcción,3° trimestre 2024,"['Areas verdes', 'Número de pisos: 11\nNo. de edificios que conforman el proyecto: 1\nNo. departamentos por piso: 6', 'Ver más']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""34f905d687519c0d5002aedea7b6a7ef"", element=""f.9C9F1F493363F0BF5E441A6DB02C6D74.d.D3D48753398364E81E540302E05B3403.e.73"")>","<selenium.webdriver.remote.webelement.WebElement (session=""34f905d687519c0d5002aedea7b6a7ef"", element=""f.9C9F1F493363F0BF5E441A6DB02C6D74.d.D3D48753398364E81E540302E05B3403.e.71"")>","<selenium.webdriver.remote.webelement.WebElement (session=""34f905d687519c0d5002aedea7b6a7ef"", element=""f.9C9F1F493363F0BF5E441A6DB02C6D74.d.D3D48753398364E81E540302E05B3403.e.70"")>"
https://urbania.pe/inmueble/proyecto/ememvein-proyecto-founder-lima-miraflores-alerces-inmobiliaria-66229066,ALERCES INMOBILIARIA,-12.114402700000000,-77.047444500000000,"Av El Ejercito 741, Miraflores, Lima","Miraflores, Lima",En planos,Julio 2026,['Número de pisos: 17\nCerca al Mar (a menos de 5 cdras)\nCerca a Parque (a menos de 2 cdras)'],flat,"<selenium.webdriver.remote.webelement.WebElement (session=""342d0039dc2a2de007a1d8c9e1b4953e"", element=""f.2720B414A4E050927F7CB550C54ED74D.d.18D85BDB8C65D6646F2E8BAAAAA7C1F1.e.66"")>","<selenium.webdriver.remote.webelement.WebElement (session=""342d0039dc2a2de007a1d8c9e1b4953e"", element=""f.2720B414A4E050927F7CB550C54ED74D.d.18D85BDB8C65D6646F2E8BAAAAA7C1F1.e.64"")>","<selenium.webdriver.remote.webelement.WebElement (session=""342d0039dc2a2de007a1d8c9e1b4953e"", element=""f.2720B414A4E050927F7CB550C54ED74D.d.18D85BDB8C65D6646F2E8BAAAAA7C1F1.e.63"")>"
https://urbania.pe/inmueble/proyecto/ememhvin-proyecto-la-fuente-281-lima-san-isidro-tale-inmobiliaria-143966517,Tale Inmobiliaria,-12.102827700000000,-77.056637500000000,"Calle General La Fuente , San Isidro, San Isidro, Lima","San Isidro, Lima",En planos,Septiembre 2025,['Lobby'],flat,"<selenium.webdriver.remote.webelement.WebElement (session=""3b159c55c6c0328e20ebddd064159611"", element=""f.6C869F39E879EE5D7C1F842F1DB1B100.d.7F5DF4FD80EAC93B90D89CCB0F9AF0D2.e.76"")>","<selenium.webdriver.remote.webelement.WebElement (session=""3b159c55c6c0328e20ebddd064159611"", element=""f.6C869F39E879EE5D7C1F842F1DB1B100.d.7F5DF4FD80EAC93B90D89CCB0F9AF0D2.e.74"")>","<selenium.webdriver.remote.webelement.WebElement (session=""3b159c55c6c0328e20ebddd064159611"", element=""f.6C869F39E879EE5D7C1F842F1DB1B100.d.7F5DF4FD80EAC93B90D89CCB0F9AF0D2.e.73"")>"
https://urbania.pe/inmueble/proyecto/ememvein-proyecto-kauri-lima-pueblo-libre-abril-grupo-inmobiliario-143736442,ABRIL GRUPO INMOBILIARIO,-12.077846900000000,-77.068817299999990,"Av Cipriano Dulanto 1351, Pueblo Libre, Lima","Pueblo Libre, Lima",En planos,Noviembre 2026,[],flat,"<selenium.webdriver.remote.webelement.WebElement (session=""9d1dc44f35e92f7b4ad3227ee8190b78"", element=""f.B2488DD64F58397781DB8FDD0111A373.d.E91EC6E31E5E1700B5D9626401174991.e.7"")>","<selenium.webdriver.remote.webelement.WebElement (session=""9d1dc44f35e92f7b4ad3227ee8190b78"", element=""f.B2488DD64F58397781DB8FDD0111A373.d.E91EC6E31E5E1700B5D9626401174991.e.78"")>","<selenium.webdriver.remote.webelement.WebElement (session=""9d1dc44f35e92f7b4ad3227ee8190b78"", element=""f.B2488DD64F58397781DB8FDD0111A373.d.E91EC6E31E5E1700B5D9626401174991.e.77"")>"
https://urbania.pe/inmueble/proyecto/ememefin-proyecto-san-felipe-towers-torre-platinum-lima-jesus-maria-plm-inversiones-inmobiliarias-143502794,PLM Inversiones Inmobiliarias,-12.082601500000000,-77.050292900000000,"Av. San Felipe 720, Jesús Maria, Jesús María, Lima","Jesus Maria, Lima",Entrega inmediata,Inmediata,"['Ascensor\nPiscina\nJuegos infantiles\nParrilla', 'Ver más']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""6d9474b1c337cf84395b64749aabab18"", element=""f.17A1AF03AE9C31461385C115E21CF086.d.27CCD6F1404B22B4D0AC5B848C222D57.e.104"")>","<selenium.webdriver.remote.webelement.WebElement (session=""6d9474b1c337cf84395b64749aabab18"", element=""f.17A1AF03AE9C31461385C115E21CF086.d.27CCD6F1404B22B4D0AC5B848C222D57.e.102"")>","<selenium.webdriver.remote.webelement.WebElement (session=""6d9474b1c337cf84395b64749aabab18"", element=""f.17A1AF03AE9C31461385C115E21CF086.d.27CCD6F1404B22B4D0AC5B848C222D57.e.101"")>"
https://urbania.pe/inmueble/proyecto/ememhvin-proyecto-pardo-1453-lima-miraflores-frontera-inmobiliaria-143536380,FRONTERA INMOBILIARIA,-12.119389000000000,-77.042670200000000,"Av. Pardo 1453, Miraflores, Lima","Miraflores, Lima",En planos,Febrero 2027,[],flat,"<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.70"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.68"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.67"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-surquillo-lima-3-dormitorios-144125739,sin referencia,-12.118670302599999,-77.005137438000005,No especificada,"Surquillo, Lima",sin estado,sin fecha_entrega,"['Características generales\nServicios', 'Seguridad\nMascotas\nNúmero de pisos : 0']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.70"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.68"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.67"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-chacarilla-del-estanque-santiago-de-surco-4-dormitorios-143639625,sin referencia,-12.113350353102431,-76.987416584834020,No especificada,"Chacarilla Del Estanque, Santiago de Surco",sin estado,sin fecha_entrega,"['Características generales\nServicios\nExteriores', 'Ascensor : 1\nPiscina\nTerraza\nBaño de servicio : 1\nCuartos de servicio\nAcabados de Lujo\nCentros Comerciales Cercanos\nCerca a colegios\nPiso en el que se encuentra : 4\nNúmero de pisos : 4\nDuplex\nWalk in closet']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.70"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.68"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.67"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-miraflores-lima-3-dormitorios-144356436,sin referencia,-12.118921000000000,-77.033686000000002,No especificada,"Miraflores, Lima",sin estado,sin fecha_entrega,"['Características generales\nServicios\nExteriores', 'Amueblado/a\nMascotas\nNúmero de pisos : 9\nAv. acceso asfaltada']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.70"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.68"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.67"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-barranco-lima-144162865,sin referencia,-12.141150800000000,-77.022118600000000,No especificada,"Barranco, Lima",sin estado,sin fecha_entrega,"['Características generales\nServicios\nAmbientes\nExteriores', 'Seguridad\nCentros Comerciales Cercanos\nCerca a colegios\nMascotas\nVista a la Ciudad\nReposteros en cocina\nPiso en el que se encuentra : 7\nIntercomunicador\nEn condominio\nWalk in closet\nVista Parque\nFrente a Parque\nTipo de Cochera : Paralelas\nCocina']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.70"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.68"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.67"")>"
https://urbania.pe/inmueble/clasificado/veclapin-venta-de-departamento-en-san-isidro-lima-4-dormitorios-4124946,sin referencia,-12.096952000000000,-77.039046200000000,No especificada,"San Isidro, Lima",sin estado,sin fecha_entrega,"['Características generales\nServicios\nAmbientes\nExteriores', 'Ascensor : 3\nJardín(es)\nPiscina\nTerraza\nBaño de servicio : 1\nCuartos de servicio\nAcabados de Lujo\nJacuzzi\nSeguridad\nCentros Comerciales Cercanos\nCerca a colegios\nMascotas\nVista a la Ciudad\nReposteros en cocina\nPiso en el que se encuentra : 7\nNúmero de departamentos : 14\nIntercomunicador\nNúmero de pisos : 7\nRecepción\nDuplex\nCerca a Parque (a menos de 2 cdras)\nCloset\nWalk in closet\nVista Parque\nTipo de Cochera : Paralelas\nCocina\nSistema contra incendios : Splinker']",flat,"<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.70"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.68"")>","<selenium.webdriver.remote.webelement.WebElement (session=""a05f734a0be8c296cbb697d4240cd0b0"", element=""f.373223FC9EA6115624A384CADE0DD563.d.A860E633FBB3FBF4A703FF6C0330CE2C.e.67"")>"
